Model type: 	Bend axon, antidromic
Parameter ID:	68
Pulse duration in ms:	0.0021
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	13.6490 kV/m: 	 no AP.
Increasing amplitude: 	0.4005 MV/m: 	 no AP.
Increasing amplitude: 	0.4368 MV/m: 	 no AP.
Increasing amplitude: 	0.4763 MV/m: 	 no AP.
Increasing amplitude: 	0.5194 MV/m: 	 no AP.
Increasing amplitude: 	0.5664 MV/m: 	 no AP.
Increasing amplitude: 	0.6177 MV/m: 	 no AP.
Increasing amplitude: 	0.6736 MV/m: 	 no AP.
Increasing amplitude: 	0.7346 MV/m: 	 no AP.
Increasing amplitude: 	0.8010 MV/m: 	 no AP.
Increasing amplitude: 	0.8735 MV/m: 	 no AP.
Increasing amplitude: 	0.9526 MV/m: 	 no AP.
Increasing amplitude: 	1.0388 MV/m: 	 no AP.
Increasing amplitude: 	1.1328 MV/m: 	 no AP.
Increasing amplitude: 	1.2354 MV/m: 	 no AP.
Increasing amplitude: 	1.3472 MV/m: 	 no AP.
Increasing amplitude: 	1.4691 MV/m: 	 no AP.
Increasing amplitude: 	1.6021 MV/m: 	 no AP.
Increasing amplitude: 	1.7471 MV/m: 	 no AP.
Increasing amplitude: 	1.9052 MV/m: 	 no AP.
Increasing amplitude: 	2.0776 MV/m: 	 no AP.
Increasing amplitude: 	2.2657 MV/m: 	 no AP.
Increasing amplitude: 	2.4707 MV/m: 	 no AP.
Increasing amplitude: 	2.6943 MV/m: 	 no AP.
Increasing amplitude: 	2.9382 MV/m: 	 no AP.
Increasing amplitude: 	3.2041 MV/m: 	 no AP.
Increasing amplitude: 	3.4941 MV/m: 	 no AP.
Increasing amplitude: 	3.8104 MV/m: 	 no AP.
Increasing amplitude: 	4.1553 MV/m: 	 no AP.
Increasing amplitude: 	4.5313 MV/m: 	 no AP.
Increasing amplitude: 	4.9415 MV/m: 	 no AP.
Increasing amplitude: 	5.3887 MV/m: 	 no AP.
Increasing amplitude: 	5.8764 MV/m: 	 no AP.
Increasing amplitude: 	6.4083 MV/m: 	 no AP.
Increasing amplitude: 	6.9883 MV/m: 	 no AP.
Increasing amplitude: 	7.6208 MV/m: 	 no AP.
Increasing amplitude: 	8.3105 MV/m: 	 no AP.
Increasing amplitude: 	9.0627 MV/m: 	 no AP.
Increasing amplitude: 	9.8829 MV/m: 	 no AP.
Increasing amplitude: 	10.7774 MV/m: 	 no AP.
Increasing amplitude: 	11.7528 MV/m: 	 no AP.
Increasing amplitude: 	12.8166 MV/m: 	 no AP.
Increasing amplitude: 	13.9766 MV/m: 	 no AP.
Increasing amplitude: 	15.2415 MV/m: 	 no AP.
Increasing amplitude: 	16.6210 MV/m: 	 no AP.
Increasing amplitude: 	18.1253 MV/m: 	 no AP.
Increasing amplitude: 	19.7658 MV/m: 	 no AP.
Increasing amplitude: 	21.5548 MV/m: 	 no AP.
Increasing amplitude: 	23.5057 MV/m: 	 no AP.
Increasing amplitude: 	25.6331 MV/m: 	 no AP.
Increasing amplitude: 	27.9531 MV/m: 	 no AP.
Increasing amplitude: 	30.4831 MV/m: 	 no AP.
Increasing amplitude: 	33.2420 MV/m: 	 no AP.
Increasing amplitude: 	36.2507 MV/m: 	 no AP.
Increasing amplitude: 	39.5317 MV/m: 	 no AP.
Increasing amplitude: 	43.1096 MV/m: 	 no AP.
Increasing amplitude: 	47.0113 MV/m: 	 no AP.
Increasing amplitude: 	51.2662 MV/m: 	 no AP.
Increasing amplitude: 	55.9062 MV/m: 	 no AP.
Increasing amplitude: 	60.9662 MV/m: 	 no AP.
Increasing amplitude: 	66.4841 MV/m: 	 no AP.
Increasing amplitude: 	72.5014 MV/m: 	 no AP.
Increasing amplitude: 	79.0633 MV/m: 	 no AP.
Increasing amplitude: 	86.2192 MV/m: 	 no AP.
Increasing amplitude: 	94.0227 MV/m: 	 no AP.
Increasing amplitude: 	0.1025 GV/m: 	 no AP.
Increasing amplitude: 	0.1118 GV/m: 	 no AP.
Increasing amplitude: 	0.1219 GV/m: 	 no AP.
Increasing amplitude: 	0.1330 GV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.68 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	13.6490 kV/m: 	 no AP.
Increasing amplitude: 	14.8843 kV/m: 	 no AP.
Increasing amplitude: 	16.2315 kV/m: 	 no AP.
Increasing amplitude: 	17.7005 kV/m: 	 no AP.
Increasing amplitude: 	19.3026 kV/m: 	 no AP.
Increasing amplitude: 	21.0496 kV/m: 	 no AP.
Increasing amplitude: 	22.9548 kV/m: 	 no AP.
Increasing amplitude: 	25.0323 kV/m: 	 no AP.
Increasing amplitude: 	27.2980 kV/m: 	 no AP.
Increasing amplitude: 	29.7686 kV/m: 	 no AP.
Increasing amplitude: 	32.4629 kV/m: 	 no AP.
Increasing amplitude: 	35.4011 kV/m: 	 no AP.
Increasing amplitude: 	38.6051 kV/m: 	 no AP.
Increasing amplitude: 	42.0992 kV/m: 	 no AP.
Increasing amplitude: 	45.9095 kV/m: 	 no AP.
Increasing amplitude: 	50.0647 kV/m: 	 no AP.
Increasing amplitude: 	54.5959 kV/m: 	 no AP.
Increasing amplitude: 	59.5373 kV/m: 	 no AP.
Increasing amplitude: 	64.9258 kV/m: 	 no AP.
Increasing amplitude: 	70.8021 kV/m: 	 no AP.
Increasing amplitude: 	77.2103 kV/m: 	 no AP.
Increasing amplitude: 	84.1984 kV/m: 	 no AP.
Increasing amplitude: 	91.8190 kV/m: 	 no AP.
Increasing amplitude: 	0.1001 MV/m: 	 no AP.
Increasing amplitude: 	0.1092 MV/m: 	 no AP.
Increasing amplitude: 	0.1191 MV/m: 	 no AP.
Increasing amplitude: 	0.1299 MV/m: 	 no AP.
Increasing amplitude: 	0.1416 MV/m: 	 AP.
Lower bound: 0.1299 MV/m.   Upper bound: 0.1416 MV/m.   Search amplitude: 0.1356 MV/m: AP.
Lower bound: 0.1299 MV/m.   Upper bound: 0.1356 MV/m.   Search amplitude: 0.1327 MV/m: AP.
Lower bound: 0.1299 MV/m.   Upper bound: 0.1327 MV/m.   Search amplitude: 0.1313 MV/m: no AP.
Lower bound: 0.1313 MV/m.   Upper bound: 0.1327 MV/m.   Search amplitude: 0.1320 MV/m: AP.
Lower bound: 0.1313 MV/m.   Upper bound: 0.1320 MV/m.   Search amplitude: 0.1316 MV/m: AP.
Binary search ended. Threshold: 0.1316 MV/m.
Percentage difference: -100.000 %.
 
Run time for search: 29.40 min.
 
-----------------------------------------------------------
Total run time: 38.085 min.
Results saved in UF_BndA_HH/Results/result_68.mat.
