Model type: 	Bend axon, antidromic
Parameter ID:	349
Pulse duration in ms:	0.2100
Field orientation in degrees:	109.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1583 kV/m: 	 no AP.
Increasing amplitude: 	3.0117 kV/m: 	 no AP.
Increasing amplitude: 	3.2843 kV/m: 	 no AP.
Increasing amplitude: 	3.5815 kV/m: 	 no AP.
Increasing amplitude: 	3.9057 kV/m: 	 no AP.
Increasing amplitude: 	4.2592 kV/m: 	 no AP.
Increasing amplitude: 	4.6447 kV/m: 	 no AP.
Increasing amplitude: 	5.0651 kV/m: 	 no AP.
Increasing amplitude: 	5.5235 kV/m: 	 no AP.
Increasing amplitude: 	6.0234 kV/m: 	 no AP.
Increasing amplitude: 	6.5686 kV/m: 	 no AP.
Increasing amplitude: 	7.1631 kV/m: 	 no AP.
Increasing amplitude: 	7.8114 kV/m: 	 no AP.
Increasing amplitude: 	8.5184 kV/m: 	 no AP.
Increasing amplitude: 	9.2894 kV/m: 	 no AP.
Increasing amplitude: 	10.1301 kV/m: 	 no AP.
Increasing amplitude: 	11.0470 kV/m: 	 no AP.
Increasing amplitude: 	12.0468 kV/m: 	 no AP.
Increasing amplitude: 	13.1371 kV/m: 	 no AP.
Increasing amplitude: 	14.3262 kV/m: 	 no AP.
Increasing amplitude: 	15.6228 kV/m: 	 no AP.
Increasing amplitude: 	17.0368 kV/m: 	 no AP.
Increasing amplitude: 	18.5787 kV/m: 	 no AP.
Increasing amplitude: 	20.2602 kV/m: 	 no AP.
Increasing amplitude: 	22.0940 kV/m: 	 no AP.
Increasing amplitude: 	24.0936 kV/m: 	 no AP.
Increasing amplitude: 	26.2743 kV/m: 	 no AP.
Increasing amplitude: 	28.6523 kV/m: 	 no AP.
Increasing amplitude: 	31.2456 kV/m: 	 no AP.
Increasing amplitude: 	34.0735 kV/m: 	 no AP.
Increasing amplitude: 	37.1575 kV/m: 	 no AP.
Increasing amplitude: 	40.5205 kV/m: 	 no AP.
Increasing amplitude: 	44.1879 kV/m: 	 no AP.
Increasing amplitude: 	48.1873 kV/m: 	 no AP.
Increasing amplitude: 	52.5486 kV/m: 	 no AP.
Increasing amplitude: 	57.3046 kV/m: 	 no AP.
Increasing amplitude: 	62.4912 kV/m: 	 no AP.
Increasing amplitude: 	68.1471 kV/m: 	 no AP.
Increasing amplitude: 	74.3149 kV/m: 	 no AP.
Increasing amplitude: 	81.0410 kV/m: 	 no AP.
Increasing amplitude: 	88.3758 kV/m: 	 no AP.
Increasing amplitude: 	96.3745 kV/m: 	 no AP.
Increasing amplitude: 	0.1051 MV/m: 	 no AP.
Increasing amplitude: 	0.1146 MV/m: 	 no AP.
Increasing amplitude: 	0.1250 MV/m: 	 no AP.
Increasing amplitude: 	0.1363 MV/m: 	 no AP.
Increasing amplitude: 	0.1486 MV/m: 	 no AP.
Increasing amplitude: 	0.1621 MV/m: 	 no AP.
Increasing amplitude: 	0.1768 MV/m: 	 no AP.
Increasing amplitude: 	0.1927 MV/m: 	 no AP.
Increasing amplitude: 	0.2102 MV/m: 	 no AP.
Increasing amplitude: 	0.2292 MV/m: 	 no AP.
Increasing amplitude: 	0.2500 MV/m: 	 no AP.
Increasing amplitude: 	0.2726 MV/m: 	 no AP.
Increasing amplitude: 	0.2973 MV/m: 	 no AP.
Increasing amplitude: 	0.3242 MV/m: 	 no AP.
Increasing amplitude: 	0.3535 MV/m: 	 no AP.
Increasing amplitude: 	0.3855 MV/m: 	 no AP.
Increasing amplitude: 	0.4204 MV/m: 	 no AP.
Increasing amplitude: 	0.4584 MV/m: 	 no AP.
Increasing amplitude: 	0.4999 MV/m: 	 no AP.
Increasing amplitude: 	0.5452 MV/m: 	 no AP.
Increasing amplitude: 	0.5945 MV/m: 	 no AP.
Increasing amplitude: 	0.6483 MV/m: 	 no AP.
Increasing amplitude: 	0.7070 MV/m: 	 no AP.
Increasing amplitude: 	0.7710 MV/m: 	 no AP.
Increasing amplitude: 	0.8408 MV/m: 	 no AP.
Increasing amplitude: 	0.9169 MV/m: 	 no AP.
Increasing amplitude: 	0.9999 MV/m: 	 no AP.
Increasing amplitude: 	1.0904 MV/m: 	 no AP.
Increasing amplitude: 	1.1890 MV/m: 	 no AP.
Increasing amplitude: 	1.2967 MV/m: 	 no AP.
Increasing amplitude: 	1.4140 MV/m: 	 no AP.
Increasing amplitude: 	1.5420 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.57 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.1583 kV/m: 	 no AP.
Increasing amplitude: 	0.1726 kV/m: 	 no AP.
Increasing amplitude: 	0.1882 kV/m: 	 no AP.
Increasing amplitude: 	0.2053 kV/m: 	 no AP.
Increasing amplitude: 	0.2238 kV/m: 	 no AP.
Increasing amplitude: 	0.2441 kV/m: 	 no AP.
Increasing amplitude: 	0.2662 kV/m: 	 no AP.
Increasing amplitude: 	0.2903 kV/m: 	 no AP.
Increasing amplitude: 	0.3166 kV/m: 	 no AP.
Increasing amplitude: 	0.3452 kV/m: 	 no AP.
Increasing amplitude: 	0.3765 kV/m: 	 no AP.
Increasing amplitude: 	0.4105 kV/m: 	 no AP.
Increasing amplitude: 	0.4477 kV/m: 	 no AP.
Increasing amplitude: 	0.4882 kV/m: 	 no AP.
Increasing amplitude: 	0.5324 kV/m: 	 no AP.
Increasing amplitude: 	0.5806 kV/m: 	 no AP.
Increasing amplitude: 	0.6331 kV/m: 	 no AP.
Increasing amplitude: 	0.6904 kV/m: 	 no AP.
Increasing amplitude: 	0.7529 kV/m: 	 no AP.
Increasing amplitude: 	0.8211 kV/m: 	 no AP.
Increasing amplitude: 	0.8954 kV/m: 	 no AP.
Increasing amplitude: 	0.9764 kV/m: 	 no AP.
Increasing amplitude: 	1.0648 kV/m: 	 no AP.
Increasing amplitude: 	1.1612 kV/m: 	 no AP.
Increasing amplitude: 	1.2663 kV/m: 	 no AP.
Increasing amplitude: 	1.3809 kV/m: 	 no AP.
Increasing amplitude: 	1.5059 kV/m: 	 no AP.
Increasing amplitude: 	1.6421 kV/m: 	 no AP.
Increasing amplitude: 	1.7908 kV/m: 	 no AP.
Increasing amplitude: 	1.9528 kV/m: 	 no AP.
Increasing amplitude: 	2.1296 kV/m: 	 no AP.
Increasing amplitude: 	2.3223 kV/m: 	 no AP.
Increasing amplitude: 	2.5325 kV/m: 	 no AP.
Increasing amplitude: 	2.7617 kV/m: 	 no AP.
Increasing amplitude: 	3.0117 kV/m: 	 no AP.
Increasing amplitude: 	3.2843 kV/m: 	 no AP.
Increasing amplitude: 	3.5815 kV/m: 	 no AP.
Increasing amplitude: 	3.9057 kV/m: 	 AP.
Lower bound: 3.5815 kV/m.   Upper bound: 3.9057 kV/m.   Search amplitude: 3.7401 kV/m: no AP.
Lower bound: 3.7401 kV/m.   Upper bound: 3.9057 kV/m.   Search amplitude: 3.8220 kV/m: no AP.
Lower bound: 3.8220 kV/m.   Upper bound: 3.9057 kV/m.   Search amplitude: 3.8636 kV/m: AP.
Lower bound: 3.8220 kV/m.   Upper bound: 3.8636 kV/m.   Search amplitude: 3.8428 kV/m: AP.
Lower bound: 3.8220 kV/m.   Upper bound: 3.8428 kV/m.   Search amplitude: 3.8324 kV/m: AP.
Binary search ended. Threshold: 3.8324 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 30.33 min.
 
-----------------------------------------------------------
Total run time: 39.897 min.
Results saved in UF_BndA_HH/Results/result_349.mat.
