Model type: 	Bend axon, antidromic
Parameter ID:	209
Pulse duration in ms:	0.0210
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	1.2848 kV/m: 	 no AP.
Increasing amplitude: 	82.2242 kV/m: 	 no AP.
Increasing amplitude: 	89.6661 kV/m: 	 no AP.
Increasing amplitude: 	97.7816 kV/m: 	 no AP.
Increasing amplitude: 	0.1066 MV/m: 	 no AP.
Increasing amplitude: 	0.1163 MV/m: 	 no AP.
Increasing amplitude: 	0.1268 MV/m: 	 no AP.
Increasing amplitude: 	0.1383 MV/m: 	 no AP.
Increasing amplitude: 	0.1508 MV/m: 	 no AP.
Increasing amplitude: 	0.1644 MV/m: 	 no AP.
Increasing amplitude: 	0.1793 MV/m: 	 no AP.
Increasing amplitude: 	0.1956 MV/m: 	 no AP.
Increasing amplitude: 	0.2133 MV/m: 	 no AP.
Increasing amplitude: 	0.2326 MV/m: 	 no AP.
Increasing amplitude: 	0.2536 MV/m: 	 no AP.
Increasing amplitude: 	0.2766 MV/m: 	 no AP.
Increasing amplitude: 	0.3016 MV/m: 	 no AP.
Increasing amplitude: 	0.3289 MV/m: 	 no AP.
Increasing amplitude: 	0.3587 MV/m: 	 no AP.
Increasing amplitude: 	0.3911 MV/m: 	 no AP.
Increasing amplitude: 	0.4265 MV/m: 	 no AP.
Increasing amplitude: 	0.4651 MV/m: 	 no AP.
Increasing amplitude: 	0.5072 MV/m: 	 no AP.
Increasing amplitude: 	0.5531 MV/m: 	 no AP.
Increasing amplitude: 	0.6032 MV/m: 	 no AP.
Increasing amplitude: 	0.6578 MV/m: 	 no AP.
Increasing amplitude: 	0.7173 MV/m: 	 no AP.
Increasing amplitude: 	0.7823 MV/m: 	 no AP.
Increasing amplitude: 	0.8531 MV/m: 	 no AP.
Increasing amplitude: 	0.9303 MV/m: 	 no AP.
Increasing amplitude: 	1.0145 MV/m: 	 no AP.
Increasing amplitude: 	1.1063 MV/m: 	 no AP.
Increasing amplitude: 	1.2064 MV/m: 	 no AP.
Increasing amplitude: 	1.3156 MV/m: 	 no AP.
Increasing amplitude: 	1.4347 MV/m: 	 no AP.
Increasing amplitude: 	1.5645 MV/m: 	 no AP.
Increasing amplitude: 	1.7061 MV/m: 	 no AP.
Increasing amplitude: 	1.8605 MV/m: 	 no AP.
Increasing amplitude: 	2.0289 MV/m: 	 no AP.
Increasing amplitude: 	2.2125 MV/m: 	 no AP.
Increasing amplitude: 	2.4128 MV/m: 	 no AP.
Increasing amplitude: 	2.6312 MV/m: 	 no AP.
Increasing amplitude: 	2.8693 MV/m: 	 no AP.
Increasing amplitude: 	3.1290 MV/m: 	 no AP.
Increasing amplitude: 	3.4122 MV/m: 	 no AP.
Increasing amplitude: 	3.7210 MV/m: 	 no AP.
Increasing amplitude: 	4.0578 MV/m: 	 no AP.
Increasing amplitude: 	4.4251 MV/m: 	 no AP.
Increasing amplitude: 	4.8256 MV/m: 	 no AP.
Increasing amplitude: 	5.2623 MV/m: 	 no AP.
Increasing amplitude: 	5.7386 MV/m: 	 no AP.
Increasing amplitude: 	6.2580 MV/m: 	 no AP.
Increasing amplitude: 	6.8244 MV/m: 	 no AP.
Increasing amplitude: 	7.4421 MV/m: 	 no AP.
Increasing amplitude: 	8.1156 MV/m: 	 no AP.
Increasing amplitude: 	8.8502 MV/m: 	 no AP.
Increasing amplitude: 	9.6512 MV/m: 	 no AP.
Increasing amplitude: 	10.5247 MV/m: 	 no AP.
Increasing amplitude: 	11.4773 MV/m: 	 no AP.
Increasing amplitude: 	12.5160 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 7.68 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	1.2848 kV/m: 	 no AP.
Increasing amplitude: 	1.4010 kV/m: 	 no AP.
Increasing amplitude: 	1.5278 kV/m: 	 no AP.
Increasing amplitude: 	1.6661 kV/m: 	 no AP.
Increasing amplitude: 	1.8169 kV/m: 	 no AP.
Increasing amplitude: 	1.9814 kV/m: 	 no AP.
Increasing amplitude: 	2.1607 kV/m: 	 no AP.
Increasing amplitude: 	2.3562 kV/m: 	 no AP.
Increasing amplitude: 	2.5695 kV/m: 	 no AP.
Increasing amplitude: 	2.8021 kV/m: 	 no AP.
Increasing amplitude: 	3.0557 kV/m: 	 no AP.
Increasing amplitude: 	3.3322 kV/m: 	 no AP.
Increasing amplitude: 	3.6338 kV/m: 	 no AP.
Increasing amplitude: 	3.9627 kV/m: 	 no AP.
Increasing amplitude: 	4.3214 kV/m: 	 no AP.
Increasing amplitude: 	4.7125 kV/m: 	 no AP.
Increasing amplitude: 	5.1390 kV/m: 	 no AP.
Increasing amplitude: 	5.6041 kV/m: 	 no AP.
Increasing amplitude: 	6.1113 kV/m: 	 no AP.
Increasing amplitude: 	6.6645 kV/m: 	 no AP.
Increasing amplitude: 	7.2677 kV/m: 	 no AP.
Increasing amplitude: 	7.9254 kV/m: 	 no AP.
Increasing amplitude: 	8.6428 kV/m: 	 no AP.
Increasing amplitude: 	9.4250 kV/m: 	 no AP.
Increasing amplitude: 	10.2780 kV/m: 	 no AP.
Increasing amplitude: 	11.2083 kV/m: 	 no AP.
Increasing amplitude: 	12.2227 kV/m: 	 no AP.
Increasing amplitude: 	13.3289 kV/m: 	 no AP.
Increasing amplitude: 	14.5353 kV/m: 	 no AP.
Increasing amplitude: 	15.8509 kV/m: 	 no AP.
Increasing amplitude: 	17.2855 kV/m: 	 no AP.
Increasing amplitude: 	18.8500 kV/m: 	 AP.
Lower bound: 17.2855 kV/m.   Upper bound: 18.8500 kV/m.   Search amplitude: 18.0508 kV/m: AP.
Lower bound: 17.2855 kV/m.   Upper bound: 18.0508 kV/m.   Search amplitude: 17.6640 kV/m: AP.
Lower bound: 17.2855 kV/m.   Upper bound: 17.6640 kV/m.   Search amplitude: 17.4737 kV/m: AP.
Lower bound: 17.2855 kV/m.   Upper bound: 17.4737 kV/m.   Search amplitude: 17.3794 kV/m: no AP.
Lower bound: 17.3794 kV/m.   Upper bound: 17.4737 kV/m.   Search amplitude: 17.4265 kV/m: no AP.
Binary search ended. Threshold: 17.4265 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 29.77 min.
 
-----------------------------------------------------------
Total run time: 37.454 min.
Results saved in UF_BndA_HH/Results/result_209.mat.
