Model type: 	Bend axon, antidromic
Parameter ID:	301
Pulse duration in ms:	0.1000
Field orientation in degrees:	109.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.2950 kV/m: 	 no AP.
Increasing amplitude: 	4.3276 kV/m: 	 no AP.
Increasing amplitude: 	4.7192 kV/m: 	 no AP.
Increasing amplitude: 	5.1464 kV/m: 	 no AP.
Increasing amplitude: 	5.6121 kV/m: 	 no AP.
Increasing amplitude: 	6.1201 kV/m: 	 no AP.
Increasing amplitude: 	6.6740 kV/m: 	 no AP.
Increasing amplitude: 	7.2781 kV/m: 	 no AP.
Increasing amplitude: 	7.9368 kV/m: 	 no AP.
Increasing amplitude: 	8.6551 kV/m: 	 no AP.
Increasing amplitude: 	9.4385 kV/m: 	 no AP.
Increasing amplitude: 	10.2927 kV/m: 	 no AP.
Increasing amplitude: 	11.2243 kV/m: 	 no AP.
Increasing amplitude: 	12.2402 kV/m: 	 no AP.
Increasing amplitude: 	13.3480 kV/m: 	 no AP.
Increasing amplitude: 	14.5561 kV/m: 	 no AP.
Increasing amplitude: 	15.8735 kV/m: 	 no AP.
Increasing amplitude: 	17.3102 kV/m: 	 no AP.
Increasing amplitude: 	18.8769 kV/m: 	 no AP.
Increasing amplitude: 	20.5854 kV/m: 	 no AP.
Increasing amplitude: 	22.4486 kV/m: 	 no AP.
Increasing amplitude: 	24.4804 kV/m: 	 no AP.
Increasing amplitude: 	26.6960 kV/m: 	 no AP.
Increasing amplitude: 	29.1122 kV/m: 	 no AP.
Increasing amplitude: 	31.7471 kV/m: 	 no AP.
Increasing amplitude: 	34.6204 kV/m: 	 no AP.
Increasing amplitude: 	37.7539 kV/m: 	 no AP.
Increasing amplitude: 	41.1709 kV/m: 	 no AP.
Increasing amplitude: 	44.8972 kV/m: 	 no AP.
Increasing amplitude: 	48.9607 kV/m: 	 no AP.
Increasing amplitude: 	53.3920 kV/m: 	 no AP.
Increasing amplitude: 	58.2244 kV/m: 	 no AP.
Increasing amplitude: 	63.4942 kV/m: 	 no AP.
Increasing amplitude: 	69.2409 kV/m: 	 no AP.
Increasing amplitude: 	75.5077 kV/m: 	 no AP.
Increasing amplitude: 	82.3418 kV/m: 	 no AP.
Increasing amplitude: 	89.7943 kV/m: 	 no AP.
Increasing amplitude: 	97.9214 kV/m: 	 no AP.
Increasing amplitude: 	0.1068 MV/m: 	 no AP.
Increasing amplitude: 	0.1164 MV/m: 	 no AP.
Increasing amplitude: 	0.1270 MV/m: 	 no AP.
Increasing amplitude: 	0.1385 MV/m: 	 no AP.
Increasing amplitude: 	0.1510 MV/m: 	 no AP.
Increasing amplitude: 	0.1647 MV/m: 	 no AP.
Increasing amplitude: 	0.1796 MV/m: 	 no AP.
Increasing amplitude: 	0.1958 MV/m: 	 no AP.
Increasing amplitude: 	0.2136 MV/m: 	 no AP.
Increasing amplitude: 	0.2329 MV/m: 	 no AP.
Increasing amplitude: 	0.2540 MV/m: 	 no AP.
Increasing amplitude: 	0.2770 MV/m: 	 no AP.
Increasing amplitude: 	0.3020 MV/m: 	 no AP.
Increasing amplitude: 	0.3294 MV/m: 	 no AP.
Increasing amplitude: 	0.3592 MV/m: 	 no AP.
Increasing amplitude: 	0.3917 MV/m: 	 no AP.
Increasing amplitude: 	0.4271 MV/m: 	 no AP.
Increasing amplitude: 	0.4658 MV/m: 	 no AP.
Increasing amplitude: 	0.5080 MV/m: 	 no AP.
Increasing amplitude: 	0.5539 MV/m: 	 no AP.
Increasing amplitude: 	0.6041 MV/m: 	 no AP.
Increasing amplitude: 	0.6587 MV/m: 	 no AP.
Increasing amplitude: 	0.7184 MV/m: 	 no AP.
Increasing amplitude: 	0.7834 MV/m: 	 no AP.
Increasing amplitude: 	0.8543 MV/m: 	 no AP.
Increasing amplitude: 	0.9316 MV/m: 	 no AP.
Increasing amplitude: 	1.0159 MV/m: 	 no AP.
Increasing amplitude: 	1.1079 MV/m: 	 no AP.
Increasing amplitude: 	1.2081 MV/m: 	 no AP.
Increasing amplitude: 	1.3175 MV/m: 	 no AP.
Increasing amplitude: 	1.4367 MV/m: 	 no AP.
Increasing amplitude: 	1.5667 MV/m: 	 no AP.
Increasing amplitude: 	1.7085 MV/m: 	 no AP.
Increasing amplitude: 	1.8632 MV/m: 	 no AP.
Increasing amplitude: 	2.0318 MV/m: 	 no AP.
Increasing amplitude: 	2.2157 MV/m: 	 no AP.
Increasing amplitude: 	2.4162 MV/m: 	 no AP.
Increasing amplitude: 	2.6349 MV/m: 	 no AP.
Increasing amplitude: 	2.8734 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 7.89 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.2950 kV/m: 	 no AP.
Increasing amplitude: 	0.3216 kV/m: 	 no AP.
Increasing amplitude: 	0.3508 kV/m: 	 no AP.
Increasing amplitude: 	0.3825 kV/m: 	 no AP.
Increasing amplitude: 	0.4171 kV/m: 	 no AP.
Increasing amplitude: 	0.4549 kV/m: 	 no AP.
Increasing amplitude: 	0.4960 kV/m: 	 no AP.
Increasing amplitude: 	0.5409 kV/m: 	 no AP.
Increasing amplitude: 	0.5899 kV/m: 	 no AP.
Increasing amplitude: 	0.6433 kV/m: 	 no AP.
Increasing amplitude: 	0.7015 kV/m: 	 no AP.
Increasing amplitude: 	0.7650 kV/m: 	 no AP.
Increasing amplitude: 	0.8343 kV/m: 	 no AP.
Increasing amplitude: 	0.9098 kV/m: 	 no AP.
Increasing amplitude: 	0.9921 kV/m: 	 no AP.
Increasing amplitude: 	1.0819 kV/m: 	 no AP.
Increasing amplitude: 	1.1798 kV/m: 	 no AP.
Increasing amplitude: 	1.2866 kV/m: 	 no AP.
Increasing amplitude: 	1.4030 kV/m: 	 no AP.
Increasing amplitude: 	1.5300 kV/m: 	 no AP.
Increasing amplitude: 	1.6685 kV/m: 	 no AP.
Increasing amplitude: 	1.8195 kV/m: 	 no AP.
Increasing amplitude: 	1.9842 kV/m: 	 no AP.
Increasing amplitude: 	2.1638 kV/m: 	 no AP.
Increasing amplitude: 	2.3596 kV/m: 	 no AP.
Increasing amplitude: 	2.5732 kV/m: 	 no AP.
Increasing amplitude: 	2.8061 kV/m: 	 no AP.
Increasing amplitude: 	3.0600 kV/m: 	 no AP.
Increasing amplitude: 	3.3370 kV/m: 	 no AP.
Increasing amplitude: 	3.6390 kV/m: 	 no AP.
Increasing amplitude: 	3.9684 kV/m: 	 no AP.
Increasing amplitude: 	4.3276 kV/m: 	 no AP.
Increasing amplitude: 	4.7192 kV/m: 	 no AP.
Increasing amplitude: 	5.1464 kV/m: 	 no AP.
Increasing amplitude: 	5.6121 kV/m: 	 no AP.
Increasing amplitude: 	6.1201 kV/m: 	 AP.
Lower bound: 5.6121 kV/m.   Upper bound: 6.1201 kV/m.   Search amplitude: 5.8606 kV/m: no AP.
Lower bound: 5.8606 kV/m.   Upper bound: 6.1201 kV/m.   Search amplitude: 5.9889 kV/m: AP.
Lower bound: 5.8606 kV/m.   Upper bound: 5.9889 kV/m.   Search amplitude: 5.9244 kV/m: AP.
Lower bound: 5.8606 kV/m.   Upper bound: 5.9244 kV/m.   Search amplitude: 5.8924 kV/m: no AP.
Lower bound: 5.8924 kV/m.   Upper bound: 5.9244 kV/m.   Search amplitude: 5.9084 kV/m: no AP.
Binary search ended. Threshold: 5.9084 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 27.25 min.
 
-----------------------------------------------------------
Total run time: 35.142 min.
Results saved in UF_BndA_HH/Results/result_301.mat.
