Model type: 	Bend axon, antidromic
Parameter ID:	408
Pulse duration in ms:	0.4500
Field orientation in degrees:	135.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1022 kV/m: 	 no AP.
Increasing amplitude: 	0.1141 MV/m: 	 no AP.
Increasing amplitude: 	0.1245 MV/m: 	 no AP.
Increasing amplitude: 	0.1357 MV/m: 	 no AP.
Increasing amplitude: 	0.1480 MV/m: 	 no AP.
Increasing amplitude: 	0.1614 MV/m: 	 no AP.
Increasing amplitude: 	0.1760 MV/m: 	 no AP.
Increasing amplitude: 	0.1919 MV/m: 	 no AP.
Increasing amplitude: 	0.2093 MV/m: 	 no AP.
Increasing amplitude: 	0.2282 MV/m: 	 no AP.
Increasing amplitude: 	0.2489 MV/m: 	 no AP.
Increasing amplitude: 	0.2714 MV/m: 	 no AP.
Increasing amplitude: 	0.2960 MV/m: 	 no AP.
Increasing amplitude: 	0.3228 MV/m: 	 no AP.
Increasing amplitude: 	0.3520 MV/m: 	 no AP.
Increasing amplitude: 	0.3839 MV/m: 	 no AP.
Increasing amplitude: 	0.4186 MV/m: 	 no AP.
Increasing amplitude: 	0.4565 MV/m: 	 no AP.
Increasing amplitude: 	0.4978 MV/m: 	 no AP.
Increasing amplitude: 	0.5429 MV/m: 	 no AP.
Increasing amplitude: 	0.5920 MV/m: 	 no AP.
Increasing amplitude: 	0.6456 MV/m: 	 no AP.
Increasing amplitude: 	0.7040 MV/m: 	 no AP.
Increasing amplitude: 	0.7677 MV/m: 	 no AP.
Increasing amplitude: 	0.8372 MV/m: 	 no AP.
Increasing amplitude: 	0.9130 MV/m: 	 no AP.
Increasing amplitude: 	0.9956 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 10.40 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.1022 kV/m: 	 no AP.
Increasing amplitude: 	0.1114 kV/m: 	 no AP.
Increasing amplitude: 	0.1215 kV/m: 	 no AP.
Increasing amplitude: 	0.1325 kV/m: 	 no AP.
Increasing amplitude: 	0.1445 kV/m: 	 no AP.
Increasing amplitude: 	0.1576 kV/m: 	 no AP.
Increasing amplitude: 	0.1719 kV/m: 	 no AP.
Increasing amplitude: 	0.1874 kV/m: 	 no AP.
Increasing amplitude: 	0.2044 kV/m: 	 no AP.
Increasing amplitude: 	0.2229 kV/m: 	 no AP.
Increasing amplitude: 	0.2431 kV/m: 	 no AP.
Increasing amplitude: 	0.2651 kV/m: 	 no AP.
Increasing amplitude: 	0.2891 kV/m: 	 no AP.
Increasing amplitude: 	0.3152 kV/m: 	 no AP.
Increasing amplitude: 	0.3437 kV/m: 	 no AP.
Increasing amplitude: 	0.3749 kV/m: 	 no AP.
Increasing amplitude: 	0.4088 kV/m: 	 no AP.
Increasing amplitude: 	0.4458 kV/m: 	 no AP.
Increasing amplitude: 	0.4861 kV/m: 	 no AP.
Increasing amplitude: 	0.5301 kV/m: 	 no AP.
Increasing amplitude: 	0.5781 kV/m: 	 no AP.
Increasing amplitude: 	0.6304 kV/m: 	 no AP.
Increasing amplitude: 	0.6875 kV/m: 	 no AP.
Increasing amplitude: 	0.7497 kV/m: 	 no AP.
Increasing amplitude: 	0.8176 kV/m: 	 no AP.
Increasing amplitude: 	0.8916 kV/m: 	 no AP.
Increasing amplitude: 	0.9723 kV/m: 	 no AP.
Increasing amplitude: 	1.0603 kV/m: 	 no AP.
Increasing amplitude: 	1.1562 kV/m: 	 no AP.
Increasing amplitude: 	1.2609 kV/m: 	 no AP.
Increasing amplitude: 	1.3750 kV/m: 	 no AP.
Increasing amplitude: 	1.4994 kV/m: 	 no AP.
Increasing amplitude: 	1.6352 kV/m: 	 no AP.
Increasing amplitude: 	1.7831 kV/m: 	 no AP.
Increasing amplitude: 	1.9445 kV/m: 	 no AP.
Increasing amplitude: 	2.1205 kV/m: 	 no AP.
Increasing amplitude: 	2.3125 kV/m: 	 no AP.
Increasing amplitude: 	2.5217 kV/m: 	 AP.
Lower bound: 2.3125 kV/m.   Upper bound: 2.5217 kV/m.   Search amplitude: 2.4148 kV/m: no AP.
Lower bound: 2.4148 kV/m.   Upper bound: 2.5217 kV/m.   Search amplitude: 2.4677 kV/m: no AP.
Lower bound: 2.4677 kV/m.   Upper bound: 2.5217 kV/m.   Search amplitude: 2.4946 kV/m: AP.
Lower bound: 2.4677 kV/m.   Upper bound: 2.4946 kV/m.   Search amplitude: 2.4811 kV/m: no AP.
Lower bound: 2.4811 kV/m.   Upper bound: 2.4946 kV/m.   Search amplitude: 2.4878 kV/m: no AP.
Binary search ended. Threshold: 2.4878 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 50.86 min.
 
-----------------------------------------------------------
Total run time: 61.264 min.
Results saved in UF_BndA_HH/Results/result_408.mat.
