Model type: 	Bend axon, antidromic
Parameter ID:	334
Pulse duration in ms:	0.1400
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.2390 kV/m: 	 no AP.
Increasing amplitude: 	47.1890 kV/m: 	 no AP.
Increasing amplitude: 	51.4599 kV/m: 	 no AP.
Increasing amplitude: 	56.1175 kV/m: 	 no AP.
Increasing amplitude: 	61.1965 kV/m: 	 no AP.
Increasing amplitude: 	66.7353 kV/m: 	 no AP.
Increasing amplitude: 	72.7753 kV/m: 	 no AP.
Increasing amplitude: 	79.3621 kV/m: 	 no AP.
Increasing amplitude: 	86.5450 kV/m: 	 no AP.
Increasing amplitude: 	94.3779 kV/m: 	 no AP.
Increasing amplitude: 	0.1029 MV/m: 	 no AP.
Increasing amplitude: 	0.1122 MV/m: 	 no AP.
Increasing amplitude: 	0.1224 MV/m: 	 no AP.
Increasing amplitude: 	0.1335 MV/m: 	 no AP.
Increasing amplitude: 	0.1456 MV/m: 	 no AP.
Increasing amplitude: 	0.1587 MV/m: 	 no AP.
Increasing amplitude: 	0.1731 MV/m: 	 no AP.
Increasing amplitude: 	0.1888 MV/m: 	 no AP.
Increasing amplitude: 	0.2058 MV/m: 	 no AP.
Increasing amplitude: 	0.2245 MV/m: 	 no AP.
Increasing amplitude: 	0.2448 MV/m: 	 no AP.
Increasing amplitude: 	0.2669 MV/m: 	 no AP.
Increasing amplitude: 	0.2911 MV/m: 	 no AP.
Increasing amplitude: 	0.3174 MV/m: 	 no AP.
Increasing amplitude: 	0.3462 MV/m: 	 no AP.
Increasing amplitude: 	0.3775 MV/m: 	 no AP.
Increasing amplitude: 	0.4117 MV/m: 	 no AP.
Increasing amplitude: 	0.4489 MV/m: 	 no AP.
Increasing amplitude: 	0.4896 MV/m: 	 no AP.
Increasing amplitude: 	0.5339 MV/m: 	 no AP.
Increasing amplitude: 	0.5822 MV/m: 	 no AP.
Increasing amplitude: 	0.6349 MV/m: 	 no AP.
Increasing amplitude: 	0.6924 MV/m: 	 no AP.
Increasing amplitude: 	0.7550 MV/m: 	 no AP.
Increasing amplitude: 	0.8234 MV/m: 	 no AP.
Increasing amplitude: 	0.8979 MV/m: 	 no AP.
Increasing amplitude: 	0.9791 MV/m: 	 no AP.
Increasing amplitude: 	1.0678 MV/m: 	 no AP.
Increasing amplitude: 	1.1644 MV/m: 	 no AP.
Increasing amplitude: 	1.2698 MV/m: 	 no AP.
Increasing amplitude: 	1.3847 MV/m: 	 no AP.
Increasing amplitude: 	1.5100 MV/m: 	 no AP.
Increasing amplitude: 	1.6467 MV/m: 	 no AP.
Increasing amplitude: 	1.7958 MV/m: 	 no AP.
Increasing amplitude: 	1.9583 MV/m: 	 no AP.
Increasing amplitude: 	2.1355 MV/m: 	 no AP.
Increasing amplitude: 	2.3288 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 11.17 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.2390 kV/m: 	 no AP.
Increasing amplitude: 	0.2607 kV/m: 	 no AP.
Increasing amplitude: 	0.2843 kV/m: 	 no AP.
Increasing amplitude: 	0.3100 kV/m: 	 no AP.
Increasing amplitude: 	0.3381 kV/m: 	 no AP.
Increasing amplitude: 	0.3687 kV/m: 	 no AP.
Increasing amplitude: 	0.4020 kV/m: 	 no AP.
Increasing amplitude: 	0.4384 kV/m: 	 no AP.
Increasing amplitude: 	0.4781 kV/m: 	 no AP.
Increasing amplitude: 	0.5214 kV/m: 	 no AP.
Increasing amplitude: 	0.5686 kV/m: 	 no AP.
Increasing amplitude: 	0.6200 kV/m: 	 no AP.
Increasing amplitude: 	0.6761 kV/m: 	 no AP.
Increasing amplitude: 	0.7373 kV/m: 	 no AP.
Increasing amplitude: 	0.8041 kV/m: 	 no AP.
Increasing amplitude: 	0.8768 kV/m: 	 no AP.
Increasing amplitude: 	0.9562 kV/m: 	 no AP.
Increasing amplitude: 	1.0427 kV/m: 	 no AP.
Increasing amplitude: 	1.1371 kV/m: 	 no AP.
Increasing amplitude: 	1.2400 kV/m: 	 no AP.
Increasing amplitude: 	1.3523 kV/m: 	 no AP.
Increasing amplitude: 	1.4747 kV/m: 	 no AP.
Increasing amplitude: 	1.6081 kV/m: 	 no AP.
Increasing amplitude: 	1.7537 kV/m: 	 no AP.
Increasing amplitude: 	1.9124 kV/m: 	 no AP.
Increasing amplitude: 	2.0855 kV/m: 	 no AP.
Increasing amplitude: 	2.2742 kV/m: 	 no AP.
Increasing amplitude: 	2.4801 kV/m: 	 no AP.
Increasing amplitude: 	2.7045 kV/m: 	 no AP.
Increasing amplitude: 	2.9493 kV/m: 	 no AP.
Increasing amplitude: 	3.2162 kV/m: 	 no AP.
Increasing amplitude: 	3.5073 kV/m: 	 no AP.
Increasing amplitude: 	3.8248 kV/m: 	 no AP.
Increasing amplitude: 	4.1710 kV/m: 	 no AP.
Increasing amplitude: 	4.5485 kV/m: 	 AP.
Lower bound: 4.1710 kV/m.   Upper bound: 4.5485 kV/m.   Search amplitude: 4.3556 kV/m: no AP.
Lower bound: 4.3556 kV/m.   Upper bound: 4.5485 kV/m.   Search amplitude: 4.4510 kV/m: AP.
Lower bound: 4.3556 kV/m.   Upper bound: 4.4510 kV/m.   Search amplitude: 4.4030 kV/m: AP.
Lower bound: 4.3556 kV/m.   Upper bound: 4.4030 kV/m.   Search amplitude: 4.3793 kV/m: AP.
Lower bound: 4.3556 kV/m.   Upper bound: 4.3793 kV/m.   Search amplitude: 4.3674 kV/m: AP.
Binary search ended. Threshold: 4.3674 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 43.09 min.
 
-----------------------------------------------------------
Total run time: 54.263 min.
Results saved in UF_BndA_HH/Results/result_334.mat.
