Model type: 	Bend axon, antidromic
Parameter ID:	286
Pulse duration in ms:	0.0680
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.4544 kV/m: 	 no AP.
Increasing amplitude: 	0.2537 MV/m: 	 no AP.
Increasing amplitude: 	0.2767 MV/m: 	 no AP.
Increasing amplitude: 	0.3017 MV/m: 	 no AP.
Increasing amplitude: 	0.3290 MV/m: 	 no AP.
Increasing amplitude: 	0.3588 MV/m: 	 no AP.
Increasing amplitude: 	0.3913 MV/m: 	 no AP.
Increasing amplitude: 	0.4267 MV/m: 	 no AP.
Increasing amplitude: 	0.4653 MV/m: 	 no AP.
Increasing amplitude: 	0.5074 MV/m: 	 no AP.
Increasing amplitude: 	0.5533 MV/m: 	 no AP.
Increasing amplitude: 	0.6034 MV/m: 	 no AP.
Increasing amplitude: 	0.6580 MV/m: 	 no AP.
Increasing amplitude: 	0.7176 MV/m: 	 no AP.
Increasing amplitude: 	0.7825 MV/m: 	 no AP.
Increasing amplitude: 	0.8534 MV/m: 	 no AP.
Increasing amplitude: 	0.9306 MV/m: 	 no AP.
Increasing amplitude: 	1.0148 MV/m: 	 no AP.
Increasing amplitude: 	1.1067 MV/m: 	 no AP.
Increasing amplitude: 	1.2068 MV/m: 	 no AP.
Increasing amplitude: 	1.3161 MV/m: 	 no AP.
Increasing amplitude: 	1.4352 MV/m: 	 no AP.
Increasing amplitude: 	1.5651 MV/m: 	 no AP.
Increasing amplitude: 	1.7067 MV/m: 	 no AP.
Increasing amplitude: 	1.8612 MV/m: 	 no AP.
Increasing amplitude: 	2.0296 MV/m: 	 no AP.
Increasing amplitude: 	2.2133 MV/m: 	 no AP.
Increasing amplitude: 	2.4136 MV/m: 	 no AP.
Increasing amplitude: 	2.6321 MV/m: 	 no AP.
Increasing amplitude: 	2.8703 MV/m: 	 no AP.
Increasing amplitude: 	3.1301 MV/m: 	 no AP.
Increasing amplitude: 	3.4134 MV/m: 	 no AP.
Increasing amplitude: 	3.7224 MV/m: 	 no AP.
Increasing amplitude: 	4.0593 MV/m: 	 no AP.
Increasing amplitude: 	4.4266 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.74 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.4544 kV/m: 	 no AP.
Increasing amplitude: 	0.4955 kV/m: 	 no AP.
Increasing amplitude: 	0.5404 kV/m: 	 no AP.
Increasing amplitude: 	0.5893 kV/m: 	 no AP.
Increasing amplitude: 	0.6426 kV/m: 	 no AP.
Increasing amplitude: 	0.7008 kV/m: 	 no AP.
Increasing amplitude: 	0.7642 kV/m: 	 no AP.
Increasing amplitude: 	0.8334 kV/m: 	 no AP.
Increasing amplitude: 	0.9088 kV/m: 	 no AP.
Increasing amplitude: 	0.9910 kV/m: 	 no AP.
Increasing amplitude: 	1.0807 kV/m: 	 no AP.
Increasing amplitude: 	1.1785 kV/m: 	 no AP.
Increasing amplitude: 	1.2852 kV/m: 	 no AP.
Increasing amplitude: 	1.4015 kV/m: 	 no AP.
Increasing amplitude: 	1.5284 kV/m: 	 no AP.
Increasing amplitude: 	1.6667 kV/m: 	 no AP.
Increasing amplitude: 	1.8176 kV/m: 	 no AP.
Increasing amplitude: 	1.9821 kV/m: 	 no AP.
Increasing amplitude: 	2.1614 kV/m: 	 no AP.
Increasing amplitude: 	2.3571 kV/m: 	 no AP.
Increasing amplitude: 	2.5704 kV/m: 	 no AP.
Increasing amplitude: 	2.8031 kV/m: 	 no AP.
Increasing amplitude: 	3.0568 kV/m: 	 no AP.
Increasing amplitude: 	3.3334 kV/m: 	 no AP.
Increasing amplitude: 	3.6351 kV/m: 	 no AP.
Increasing amplitude: 	3.9641 kV/m: 	 no AP.
Increasing amplitude: 	4.3229 kV/m: 	 no AP.
Increasing amplitude: 	4.7142 kV/m: 	 no AP.
Increasing amplitude: 	5.1408 kV/m: 	 no AP.
Increasing amplitude: 	5.6061 kV/m: 	 no AP.
Increasing amplitude: 	6.1135 kV/m: 	 no AP.
Increasing amplitude: 	6.6668 kV/m: 	 no AP.
Increasing amplitude: 	7.2702 kV/m: 	 AP.
Lower bound: 6.6668 kV/m.   Upper bound: 7.2702 kV/m.   Search amplitude: 6.9620 kV/m: no AP.
Lower bound: 6.9620 kV/m.   Upper bound: 7.2702 kV/m.   Search amplitude: 7.1144 kV/m: AP.
Lower bound: 6.9620 kV/m.   Upper bound: 7.1144 kV/m.   Search amplitude: 7.0378 kV/m: AP.
Lower bound: 6.9620 kV/m.   Upper bound: 7.0378 kV/m.   Search amplitude: 6.9998 kV/m: no AP.
Lower bound: 6.9998 kV/m.   Upper bound: 7.0378 kV/m.   Search amplitude: 7.0188 kV/m: no AP.
Binary search ended. Threshold: 7.0188 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 27.77 min.
 
-----------------------------------------------------------
Total run time: 36.512 min.
Results saved in UF_BndA_HH/Results/result_286.mat.
