Model type: 	Bend axon, antidromic
Parameter ID:	228
Pulse duration in ms:	0.0310
Field orientation in degrees:	108.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.8803 kV/m: 	 no AP.
Increasing amplitude: 	67.0010 kV/m: 	 no AP.
Increasing amplitude: 	73.0652 kV/m: 	 no AP.
Increasing amplitude: 	79.6781 kV/m: 	 no AP.
Increasing amplitude: 	86.8896 kV/m: 	 no AP.
Increasing amplitude: 	94.7538 kV/m: 	 no AP.
Increasing amplitude: 	0.1033 MV/m: 	 no AP.
Increasing amplitude: 	0.1127 MV/m: 	 no AP.
Increasing amplitude: 	0.1229 MV/m: 	 no AP.
Increasing amplitude: 	0.1340 MV/m: 	 no AP.
Increasing amplitude: 	0.1461 MV/m: 	 no AP.
Increasing amplitude: 	0.1594 MV/m: 	 no AP.
Increasing amplitude: 	0.1738 MV/m: 	 no AP.
Increasing amplitude: 	0.1895 MV/m: 	 no AP.
Increasing amplitude: 	0.2067 MV/m: 	 no AP.
Increasing amplitude: 	0.2254 MV/m: 	 no AP.
Increasing amplitude: 	0.2458 MV/m: 	 no AP.
Increasing amplitude: 	0.2680 MV/m: 	 no AP.
Increasing amplitude: 	0.2923 MV/m: 	 no AP.
Increasing amplitude: 	0.3187 MV/m: 	 no AP.
Increasing amplitude: 	0.3476 MV/m: 	 no AP.
Increasing amplitude: 	0.3790 MV/m: 	 no AP.
Increasing amplitude: 	0.4133 MV/m: 	 no AP.
Increasing amplitude: 	0.4507 MV/m: 	 no AP.
Increasing amplitude: 	0.4915 MV/m: 	 no AP.
Increasing amplitude: 	0.5360 MV/m: 	 no AP.
Increasing amplitude: 	0.5845 MV/m: 	 no AP.
Increasing amplitude: 	0.6374 MV/m: 	 no AP.
Increasing amplitude: 	0.6951 MV/m: 	 no AP.
Increasing amplitude: 	0.7580 MV/m: 	 no AP.
Increasing amplitude: 	0.8266 MV/m: 	 no AP.
Increasing amplitude: 	0.9015 MV/m: 	 no AP.
Increasing amplitude: 	0.9830 MV/m: 	 no AP.
Increasing amplitude: 	1.0720 MV/m: 	 no AP.
Increasing amplitude: 	1.1690 MV/m: 	 no AP.
Increasing amplitude: 	1.2748 MV/m: 	 no AP.
Increasing amplitude: 	1.3902 MV/m: 	 no AP.
Increasing amplitude: 	1.5161 MV/m: 	 no AP.
Increasing amplitude: 	1.6533 MV/m: 	 no AP.
Increasing amplitude: 	1.8029 MV/m: 	 no AP.
Increasing amplitude: 	1.9661 MV/m: 	 no AP.
Increasing amplitude: 	2.1440 MV/m: 	 no AP.
Increasing amplitude: 	2.3381 MV/m: 	 no AP.
Increasing amplitude: 	2.5497 MV/m: 	 no AP.
Increasing amplitude: 	2.7805 MV/m: 	 no AP.
Increasing amplitude: 	3.0321 MV/m: 	 no AP.
Increasing amplitude: 	3.3066 MV/m: 	 no AP.
Increasing amplitude: 	3.6058 MV/m: 	 no AP.
Increasing amplitude: 	3.9322 MV/m: 	 no AP.
Increasing amplitude: 	4.2881 MV/m: 	 no AP.
Increasing amplitude: 	4.6762 MV/m: 	 no AP.
Increasing amplitude: 	5.0994 MV/m: 	 no AP.
Increasing amplitude: 	5.5609 MV/m: 	 no AP.
Increasing amplitude: 	6.0642 MV/m: 	 no AP.
Increasing amplitude: 	6.6131 MV/m: 	 no AP.
Increasing amplitude: 	7.2116 MV/m: 	 no AP.
Increasing amplitude: 	7.8643 MV/m: 	 no AP.
Increasing amplitude: 	8.5761 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.18 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.8803 kV/m: 	 no AP.
Increasing amplitude: 	0.9600 kV/m: 	 no AP.
Increasing amplitude: 	1.0469 kV/m: 	 no AP.
Increasing amplitude: 	1.1416 kV/m: 	 no AP.
Increasing amplitude: 	1.2450 kV/m: 	 no AP.
Increasing amplitude: 	1.3577 kV/m: 	 no AP.
Increasing amplitude: 	1.4805 kV/m: 	 no AP.
Increasing amplitude: 	1.6145 kV/m: 	 no AP.
Increasing amplitude: 	1.7607 kV/m: 	 no AP.
Increasing amplitude: 	1.9200 kV/m: 	 no AP.
Increasing amplitude: 	2.0938 kV/m: 	 no AP.
Increasing amplitude: 	2.2833 kV/m: 	 no AP.
Increasing amplitude: 	2.4899 kV/m: 	 no AP.
Increasing amplitude: 	2.7153 kV/m: 	 no AP.
Increasing amplitude: 	2.9611 kV/m: 	 no AP.
Increasing amplitude: 	3.2291 kV/m: 	 no AP.
Increasing amplitude: 	3.5213 kV/m: 	 no AP.
Increasing amplitude: 	3.8400 kV/m: 	 no AP.
Increasing amplitude: 	4.1876 kV/m: 	 no AP.
Increasing amplitude: 	4.5666 kV/m: 	 no AP.
Increasing amplitude: 	4.9799 kV/m: 	 no AP.
Increasing amplitude: 	5.4306 kV/m: 	 no AP.
Increasing amplitude: 	5.9221 kV/m: 	 no AP.
Increasing amplitude: 	6.4581 kV/m: 	 no AP.
Increasing amplitude: 	7.0426 kV/m: 	 no AP.
Increasing amplitude: 	7.6800 kV/m: 	 no AP.
Increasing amplitude: 	8.3751 kV/m: 	 no AP.
Increasing amplitude: 	9.1331 kV/m: 	 no AP.
Increasing amplitude: 	9.9598 kV/m: 	 no AP.
Increasing amplitude: 	10.8612 kV/m: 	 no AP.
Increasing amplitude: 	11.8442 kV/m: 	 no AP.
Increasing amplitude: 	12.9162 kV/m: 	 AP.
Lower bound: 11.8442 kV/m.   Upper bound: 12.9162 kV/m.   Search amplitude: 12.3686 kV/m: no AP.
Lower bound: 12.3686 kV/m.   Upper bound: 12.9162 kV/m.   Search amplitude: 12.6394 kV/m: no AP.
Lower bound: 12.6394 kV/m.   Upper bound: 12.9162 kV/m.   Search amplitude: 12.7771 kV/m: AP.
Lower bound: 12.6394 kV/m.   Upper bound: 12.7771 kV/m.   Search amplitude: 12.7081 kV/m: no AP.
Lower bound: 12.7081 kV/m.   Upper bound: 12.7771 kV/m.   Search amplitude: 12.7425 kV/m: no AP.
Binary search ended. Threshold: 12.7425 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 27.97 min.
 
-----------------------------------------------------------
Total run time: 36.156 min.
Results saved in UF_BndA_HH/Results/result_228.mat.
