Model type: 	Bend axon, antidromic
Parameter ID:	190
Pulse duration in ms:	0.0140
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	2.0756 kV/m: 	 no AP.
Increasing amplitude: 	86.1350 kV/m: 	 no AP.
Increasing amplitude: 	93.9309 kV/m: 	 no AP.
Increasing amplitude: 	0.1024 MV/m: 	 no AP.
Increasing amplitude: 	0.1117 MV/m: 	 no AP.
Increasing amplitude: 	0.1218 MV/m: 	 no AP.
Increasing amplitude: 	0.1328 MV/m: 	 no AP.
Increasing amplitude: 	0.1449 MV/m: 	 no AP.
Increasing amplitude: 	0.1580 MV/m: 	 no AP.
Increasing amplitude: 	0.1723 MV/m: 	 no AP.
Increasing amplitude: 	0.1879 MV/m: 	 no AP.
Increasing amplitude: 	0.2049 MV/m: 	 no AP.
Increasing amplitude: 	0.2234 MV/m: 	 no AP.
Increasing amplitude: 	0.2436 MV/m: 	 no AP.
Increasing amplitude: 	0.2657 MV/m: 	 no AP.
Increasing amplitude: 	0.2897 MV/m: 	 no AP.
Increasing amplitude: 	0.3159 MV/m: 	 no AP.
Increasing amplitude: 	0.3445 MV/m: 	 no AP.
Increasing amplitude: 	0.3757 MV/m: 	 no AP.
Increasing amplitude: 	0.4097 MV/m: 	 no AP.
Increasing amplitude: 	0.4468 MV/m: 	 no AP.
Increasing amplitude: 	0.4873 MV/m: 	 no AP.
Increasing amplitude: 	0.5314 MV/m: 	 no AP.
Increasing amplitude: 	0.5794 MV/m: 	 no AP.
Increasing amplitude: 	0.6319 MV/m: 	 no AP.
Increasing amplitude: 	0.6891 MV/m: 	 no AP.
Increasing amplitude: 	0.7514 MV/m: 	 no AP.
Increasing amplitude: 	0.8195 MV/m: 	 no AP.
Increasing amplitude: 	0.8936 MV/m: 	 no AP.
Increasing amplitude: 	0.9745 MV/m: 	 no AP.
Increasing amplitude: 	1.0627 MV/m: 	 no AP.
Increasing amplitude: 	1.1589 MV/m: 	 no AP.
Increasing amplitude: 	1.2638 MV/m: 	 no AP.
Increasing amplitude: 	1.3782 MV/m: 	 no AP.
Increasing amplitude: 	1.5029 MV/m: 	 no AP.
Increasing amplitude: 	1.6389 MV/m: 	 no AP.
Increasing amplitude: 	1.7873 MV/m: 	 no AP.
Increasing amplitude: 	1.9490 MV/m: 	 no AP.
Increasing amplitude: 	2.1254 MV/m: 	 no AP.
Increasing amplitude: 	2.3178 MV/m: 	 no AP.
Increasing amplitude: 	2.5276 MV/m: 	 no AP.
Increasing amplitude: 	2.7563 MV/m: 	 no AP.
Increasing amplitude: 	3.0058 MV/m: 	 no AP.
Increasing amplitude: 	3.2778 MV/m: 	 no AP.
Increasing amplitude: 	3.5745 MV/m: 	 no AP.
Increasing amplitude: 	3.8980 MV/m: 	 no AP.
Increasing amplitude: 	4.2508 MV/m: 	 no AP.
Increasing amplitude: 	4.6356 MV/m: 	 no AP.
Increasing amplitude: 	5.0551 MV/m: 	 no AP.
Increasing amplitude: 	5.5126 MV/m: 	 no AP.
Increasing amplitude: 	6.0116 MV/m: 	 no AP.
Increasing amplitude: 	6.5557 MV/m: 	 no AP.
Increasing amplitude: 	7.1490 MV/m: 	 no AP.
Increasing amplitude: 	7.7960 MV/m: 	 no AP.
Increasing amplitude: 	8.5017 MV/m: 	 no AP.
Increasing amplitude: 	9.2711 MV/m: 	 no AP.
Increasing amplitude: 	10.1102 MV/m: 	 no AP.
Increasing amplitude: 	11.0253 MV/m: 	 no AP.
Increasing amplitude: 	12.0232 MV/m: 	 no AP.
Increasing amplitude: 	13.1113 MV/m: 	 no AP.
Increasing amplitude: 	14.2980 MV/m: 	 no AP.
Increasing amplitude: 	15.5921 MV/m: 	 no AP.
Increasing amplitude: 	17.0033 MV/m: 	 no AP.
Increasing amplitude: 	18.5422 MV/m: 	 no AP.
Increasing amplitude: 	20.2204 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 10.48 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	2.0756 kV/m: 	 no AP.
Increasing amplitude: 	2.2635 kV/m: 	 no AP.
Increasing amplitude: 	2.4683 kV/m: 	 no AP.
Increasing amplitude: 	2.6917 kV/m: 	 no AP.
Increasing amplitude: 	2.9353 kV/m: 	 no AP.
Increasing amplitude: 	3.2010 kV/m: 	 no AP.
Increasing amplitude: 	3.4907 kV/m: 	 no AP.
Increasing amplitude: 	3.8067 kV/m: 	 no AP.
Increasing amplitude: 	4.1512 kV/m: 	 no AP.
Increasing amplitude: 	4.5269 kV/m: 	 no AP.
Increasing amplitude: 	4.9366 kV/m: 	 no AP.
Increasing amplitude: 	5.3834 kV/m: 	 no AP.
Increasing amplitude: 	5.8707 kV/m: 	 no AP.
Increasing amplitude: 	6.4020 kV/m: 	 no AP.
Increasing amplitude: 	6.9815 kV/m: 	 no AP.
Increasing amplitude: 	7.6133 kV/m: 	 no AP.
Increasing amplitude: 	8.3024 kV/m: 	 no AP.
Increasing amplitude: 	9.0538 kV/m: 	 no AP.
Increasing amplitude: 	9.8733 kV/m: 	 no AP.
Increasing amplitude: 	10.7669 kV/m: 	 no AP.
Increasing amplitude: 	11.7414 kV/m: 	 no AP.
Increasing amplitude: 	12.8040 kV/m: 	 no AP.
Increasing amplitude: 	13.9629 kV/m: 	 no AP.
Increasing amplitude: 	15.2267 kV/m: 	 no AP.
Increasing amplitude: 	16.6048 kV/m: 	 no AP.
Increasing amplitude: 	18.1076 kV/m: 	 no AP.
Increasing amplitude: 	19.7465 kV/m: 	 no AP.
Increasing amplitude: 	21.5337 kV/m: 	 no AP.
Increasing amplitude: 	23.4827 kV/m: 	 AP.
Lower bound: 21.5337 kV/m.   Upper bound: 23.4827 kV/m.   Search amplitude: 22.4871 kV/m: no AP.
Lower bound: 22.4871 kV/m.   Upper bound: 23.4827 kV/m.   Search amplitude: 22.9795 kV/m: AP.
Lower bound: 22.4871 kV/m.   Upper bound: 22.9795 kV/m.   Search amplitude: 22.7320 kV/m: AP.
Lower bound: 22.4871 kV/m.   Upper bound: 22.7320 kV/m.   Search amplitude: 22.6092 kV/m: AP.
Lower bound: 22.4871 kV/m.   Upper bound: 22.6092 kV/m.   Search amplitude: 22.5481 kV/m: AP.
Binary search ended. Threshold: 22.5481 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 34.62 min.
 
-----------------------------------------------------------
Total run time: 45.097 min.
Results saved in UF_BndA_HH/Results/result_190.mat.
