Model type: 	Bend axon, antidromic
Parameter ID:	88
Pulse duration in ms:	0.0031
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	8.5259 kV/m: 	 no AP.
Lower bound: 88.4534 kV/m.   Upper bound: 96.4591 kV/m.   Search amplitude: 92.3695 kV/m: AP.
Lower bound: 88.4534 kV/m.   Upper bound: 92.3695 kV/m.   Search amplitude: 90.3902 kV/m: no AP.
Lower bound: 90.3902 kV/m.   Upper bound: 92.3695 kV/m.   Search amplitude: 91.3745 kV/m: no AP.
Lower bound: 91.3745 kV/m.   Upper bound: 92.3695 kV/m.   Search amplitude: 91.8707 kV/m: no AP.
Lower bound: 91.8707 kV/m.   Upper bound: 92.3695 kV/m.   Search amplitude: 92.1198 kV/m: no AP.
Binary search ended. Threshold: 92.1198 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 26.51 min.
 
-----------------------------------------------------------
Total run time: 36.492 min.
Results saved in UF_BndA_HH/Results/result_88.mat.
