Model type: 	Bend axon, antidromic
Parameter ID:	20
Pulse duration in ms:	0.0010
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	28.6265 kV/m: 	 no AP.
Increasing amplitude: 	0.1485 MV/m: 	 no AP.
Increasing amplitude: 	0.1619 MV/m: 	 no AP.
Increasing amplitude: 	0.1766 MV/m: 	 no AP.
Increasing amplitude: 	0.1926 MV/m: 	 no AP.
Increasing amplitude: 	0.2100 MV/m: 	 no AP.
Increasing amplitude: 	0.2290 MV/m: 	 no AP.
Increasing amplitude: 	0.2497 MV/m: 	 no AP.
Increasing amplitude: 	0.2723 MV/m: 	 AP.
Lower bound: 0.2497 MV/m.   Upper bound: 0.2723 MV/m.   Search amplitude: 0.2608 MV/m: AP.
Lower bound: 0.2497 MV/m.   Upper bound: 0.2608 MV/m.   Search amplitude: 0.2552 MV/m: no AP.
Lower bound: 0.2552 MV/m.   Upper bound: 0.2608 MV/m.   Search amplitude: 0.2580 MV/m: AP.
Lower bound: 0.2552 MV/m.   Upper bound: 0.2580 MV/m.   Search amplitude: 0.2566 MV/m: no AP.
Lower bound: 0.2566 MV/m.   Upper bound: 0.2580 MV/m.   Search amplitude: 0.2573 MV/m: no AP.
Binary search ended. Threshold: 0.2573 MV/m.
Percentage difference: -100.000 %.
 
Run time for search: 30.96 min.
 
-----------------------------------------------------------
Total run time: 40.251 min.
Results saved in UF_BndA_HH/Results/result_20.mat.
