Model type: 	Bend axon, antidromic
Parameter ID:	267
Pulse duration in ms:	0.0680
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	37.9157  V/m: 	 no AP.
Increasing amplitude: 	40.4757  V/m: 	 no AP.
Increasing amplitude: 	41.3620  V/m: 	 no AP.
Increasing amplitude: 	42.2677  V/m: 	 no AP.
Increasing amplitude: 	43.1932  V/m: 	 no AP.
Increasing amplitude: 	44.1391  V/m: 	 no AP.
Increasing amplitude: 	45.1056  V/m: 	 no AP.
Increasing amplitude: 	46.0933  V/m: 	 no AP.
Increasing amplitude: 	47.1026  V/m: 	 no AP.
Increasing amplitude: 	48.1340  V/m: 	 no AP.
Increasing amplitude: 	49.1880  V/m: 	 no AP.
Increasing amplitude: 	50.2651  V/m: 	 no AP.
Increasing amplitude: 	51.3657  V/m: 	 no AP.
Increasing amplitude: 	52.4905  V/m: 	 no AP.
Increasing amplitude: 	53.6399  V/m: 	 no AP.
Increasing amplitude: 	54.8144  V/m: 	 no AP.
Increasing amplitude: 	56.0147  V/m: 	 no AP.
Increasing amplitude: 	57.2413  V/m: 	 no AP.
Increasing amplitude: 	58.4947  V/m: 	 no AP.
Increasing amplitude: 	59.7756  V/m: 	 no AP.
Increasing amplitude: 	61.0845  V/m: 	 no AP.
Increasing amplitude: 	62.4221  V/m: 	 no AP.
Increasing amplitude: 	63.7889  V/m: 	 no AP.
Increasing amplitude: 	65.1857  V/m: 	 no AP.
Increasing amplitude: 	66.6131  V/m: 	 no AP.
Increasing amplitude: 	68.0717  V/m: 	 no AP.
Increasing amplitude: 	69.5623  V/m: 	 no AP.
Increasing amplitude: 	71.0855  V/m: 	 no AP.
Increasing amplitude: 	72.6421  V/m: 	 no AP.
Increasing amplitude: 	74.2327  V/m: 	 no AP.
Increasing amplitude: 	75.8582  V/m: 	 no AP.
Increasing amplitude: 	77.5193  V/m: 	 no AP.
Increasing amplitude: 	79.2168  V/m: 	 no AP.
Increasing amplitude: 	80.9514  V/m: 	 no AP.
Increasing amplitude: 	82.7240  V/m: 	 no AP.
Increasing amplitude: 	84.5354  V/m: 	 no AP.
Increasing amplitude: 	86.3865  V/m: 	 no AP.
Increasing amplitude: 	88.2781  V/m: 	 no AP.
Increasing amplitude: 	90.2112  V/m: 	 no AP.
Increasing amplitude: 	92.1865  V/m: 	 no AP.
Increasing amplitude: 	94.2051  V/m: 	 no AP.
Increasing amplitude: 	96.2680  V/m: 	 no AP.
Increasing amplitude: 	98.3760  V/m: 	 no AP.
Increasing amplitude: 	0.1005 kV/m: 	 no AP.
Increasing amplitude: 	0.1027 kV/m: 	 no AP.
Increasing amplitude: 	0.1050 kV/m: 	 no AP.
Increasing amplitude: 	0.1073 kV/m: 	 no AP.
Increasing amplitude: 	0.1096 kV/m: 	 no AP.
Increasing amplitude: 	0.1120 kV/m: 	 no AP.
Increasing amplitude: 	0.1145 kV/m: 	 no AP.
Increasing amplitude: 	0.1170 kV/m: 	 no AP.
Increasing amplitude: 	0.1196 kV/m: 	 no AP.
Increasing amplitude: 	0.1222 kV/m: 	 no AP.
Increasing amplitude: 	0.1248 kV/m: 	 no AP.
Increasing amplitude: 	0.1276 kV/m: 	 no AP.
Increasing amplitude: 	0.1304 kV/m: 	 no AP.
Increasing amplitude: 	0.1332 kV/m: 	 no AP.
Increasing amplitude: 	0.1361 kV/m: 	 no AP.
Increasing amplitude: 	0.1391 kV/m: 	 no AP.
Increasing amplitude: 	0.1422 kV/m: 	 no AP.
Increasing amplitude: 	0.1453 kV/m: 	 no AP.
Increasing amplitude: 	0.1485 kV/m: 	 no AP.
Increasing amplitude: 	0.1517 kV/m: 	 no AP.
Increasing amplitude: 	0.1550 kV/m: 	 no AP.
Increasing amplitude: 	0.1584 kV/m: 	 no AP.
Increasing amplitude: 	0.1619 kV/m: 	 no AP.
Increasing amplitude: 	0.1654 kV/m: 	 no AP.
Increasing amplitude: 	0.1691 kV/m: 	 no AP.
Increasing amplitude: 	0.1728 kV/m: 	 no AP.
Increasing amplitude: 	0.1766 kV/m: 	 no AP.
Increasing amplitude: 	0.1804 kV/m: 	 no AP.
Increasing amplitude: 	0.1844 kV/m: 	 no AP.
Increasing amplitude: 	0.1884 kV/m: 	 no AP.
Increasing amplitude: 	0.1925 kV/m: 	 no AP.
Increasing amplitude: 	0.1968 kV/m: 	 no AP.
Increasing amplitude: 	0.2011 kV/m: 	 no AP.
Increasing amplitude: 	0.2055 kV/m: 	 no AP.
Increasing amplitude: 	0.2100 kV/m: 	 no AP.
Increasing amplitude: 	0.2146 kV/m: 	 no AP.
Increasing amplitude: 	0.2193 kV/m: 	 no AP.
Increasing amplitude: 	0.2241 kV/m: 	 no AP.
Increasing amplitude: 	0.2290 kV/m: 	 no AP.
Increasing amplitude: 	0.2340 kV/m: 	 no AP.
Increasing amplitude: 	0.2391 kV/m: 	 no AP.
Increasing amplitude: 	0.2443 kV/m: 	 no AP.
Increasing amplitude: 	0.2497 kV/m: 	 no AP.
Increasing amplitude: 	0.2552 kV/m: 	 no AP.
Increasing amplitude: 	0.2607 kV/m: 	 no AP.
Increasing amplitude: 	0.2665 kV/m: 	 no AP.
Increasing amplitude: 	0.2723 kV/m: 	 no AP.
Increasing amplitude: 	0.2782 kV/m: 	 no AP.
Increasing amplitude: 	0.2843 kV/m: 	 no AP.
Increasing amplitude: 	0.2906 kV/m: 	 no AP.
Increasing amplitude: 	0.2969 kV/m: 	 no AP.
Increasing amplitude: 	0.3034 kV/m: 	 no AP.
Increasing amplitude: 	0.3101 kV/m: 	 no AP.
Increasing amplitude: 	0.3169 kV/m: 	 no AP.
Increasing amplitude: 	0.3238 kV/m: 	 no AP.
Increasing amplitude: 	0.3309 kV/m: 	 no AP.
Increasing amplitude: 	0.3381 kV/m: 	 no AP.
Increasing amplitude: 	0.3455 kV/m: 	 AP.
Lower bound: 0.3381 kV/m.   Upper bound: 0.3455 kV/m.   Search amplitude: 0.3418 kV/m: AP.
Lower bound: 0.3381 kV/m.   Upper bound: 0.3418 kV/m.   Search amplitude: 0.3400 kV/m: no AP.
Lower bound: 0.3400 kV/m.   Upper bound: 0.3418 kV/m.   Search amplitude: 0.3409 kV/m: AP.
Binary search ended. Threshold: 0.3409 kV/m.
Percentage difference: 0.000 %.
 
Run time for search: 115.40 min.
 
-----------------------------------------------------------
Total run time: 119.355 min.
Results saved in UF_BndA_HH/Results/result_267.mat.
