Model type: 	Bend axon, antidromic
Parameter ID:	261
Pulse duration in ms:	0.0450
Field orientation in degrees:	120.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.6690 kV/m: 	 no AP.
Increasing amplitude: 	0.4442 MV/m: 	 no AP.
Increasing amplitude: 	0.4844 MV/m: 	 no AP.
Increasing amplitude: 	0.5283 MV/m: 	 no AP.
Increasing amplitude: 	0.5761 MV/m: 	 no AP.
Increasing amplitude: 	0.6282 MV/m: 	 no AP.
Increasing amplitude: 	0.6851 MV/m: 	 no AP.
Increasing amplitude: 	0.7471 MV/m: 	 no AP.
Increasing amplitude: 	0.8147 MV/m: 	 no AP.
Increasing amplitude: 	0.8884 MV/m: 	 no AP.
Increasing amplitude: 	0.9688 MV/m: 	 no AP.
Increasing amplitude: 	1.0565 MV/m: 	 no AP.
Increasing amplitude: 	1.1521 MV/m: 	 no AP.
Increasing amplitude: 	1.2564 MV/m: 	 no AP.
Increasing amplitude: 	1.3701 MV/m: 	 no AP.
Increasing amplitude: 	1.4941 MV/m: 	 no AP.
Increasing amplitude: 	1.6294 MV/m: 	 no AP.
Increasing amplitude: 	1.7769 MV/m: 	 no AP.
Increasing amplitude: 	1.9377 MV/m: 	 no AP.
Increasing amplitude: 	2.1130 MV/m: 	 no AP.
Increasing amplitude: 	2.3043 MV/m: 	 no AP.
Increasing amplitude: 	2.5129 MV/m: 	 no AP.
Increasing amplitude: 	2.7403 MV/m: 	 no AP.
Increasing amplitude: 	2.9883 MV/m: 	 no AP.
Increasing amplitude: 	3.2588 MV/m: 	 no AP.
Increasing amplitude: 	3.5537 MV/m: 	 no AP.
Increasing amplitude: 	3.8753 MV/m: 	 no AP.
Increasing amplitude: 	4.2261 MV/m: 	 no AP.
Increasing amplitude: 	4.6086 MV/m: 	 no AP.
Increasing amplitude: 	5.0257 MV/m: 	 no AP.
Increasing amplitude: 	5.4806 MV/m: 	 no AP.
Increasing amplitude: 	5.9766 MV/m: 	 no AP.
Increasing amplitude: 	6.5175 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.87 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.6690 kV/m: 	 no AP.
Increasing amplitude: 	0.7296 kV/m: 	 no AP.
Increasing amplitude: 	0.7956 kV/m: 	 no AP.
Increasing amplitude: 	0.8676 kV/m: 	 no AP.
Increasing amplitude: 	0.9461 kV/m: 	 no AP.
Increasing amplitude: 	1.0318 kV/m: 	 no AP.
Increasing amplitude: 	1.1251 kV/m: 	 no AP.
Increasing amplitude: 	1.2270 kV/m: 	 no AP.
Increasing amplitude: 	1.3380 kV/m: 	 no AP.
Increasing amplitude: 	1.4591 kV/m: 	 no AP.
Increasing amplitude: 	1.5912 kV/m: 	 no AP.
Increasing amplitude: 	1.7352 kV/m: 	 no AP.
Increasing amplitude: 	1.8923 kV/m: 	 no AP.
Increasing amplitude: 	2.0635 kV/m: 	 no AP.
Increasing amplitude: 	2.2503 kV/m: 	 no AP.
Increasing amplitude: 	2.4540 kV/m: 	 no AP.
Increasing amplitude: 	2.6761 kV/m: 	 no AP.
Increasing amplitude: 	2.9183 kV/m: 	 no AP.
Increasing amplitude: 	3.1824 kV/m: 	 no AP.
Increasing amplitude: 	3.4704 kV/m: 	 no AP.
Increasing amplitude: 	3.7845 kV/m: 	 no AP.
Increasing amplitude: 	4.1270 kV/m: 	 no AP.
Increasing amplitude: 	4.5006 kV/m: 	 no AP.
Increasing amplitude: 	4.9079 kV/m: 	 no AP.
Increasing amplitude: 	5.3521 kV/m: 	 no AP.
Increasing amplitude: 	5.8365 kV/m: 	 no AP.
Increasing amplitude: 	6.3648 kV/m: 	 no AP.
Increasing amplitude: 	6.9408 kV/m: 	 no AP.
Increasing amplitude: 	7.5690 kV/m: 	 no AP.
Increasing amplitude: 	8.2541 kV/m: 	 no AP.
Increasing amplitude: 	9.0011 kV/m: 	 no AP.
Increasing amplitude: 	9.8158 kV/m: 	 AP.
Lower bound: 9.0011 kV/m.   Upper bound: 9.8158 kV/m.   Search amplitude: 9.3997 kV/m: no AP.
Lower bound: 9.3997 kV/m.   Upper bound: 9.8158 kV/m.   Search amplitude: 9.6055 kV/m: AP.
Lower bound: 9.3997 kV/m.   Upper bound: 9.6055 kV/m.   Search amplitude: 9.5020 kV/m: no AP.
Lower bound: 9.5020 kV/m.   Upper bound: 9.6055 kV/m.   Search amplitude: 9.5536 kV/m: no AP.
Lower bound: 9.5536 kV/m.   Upper bound: 9.6055 kV/m.   Search amplitude: 9.5795 kV/m: no AP.
Binary search ended. Threshold: 9.5795 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 26.55 min.
 
-----------------------------------------------------------
Total run time: 35.420 min.
Results saved in UF_BndA_HH/Results/result_261.mat.
