Model type: 	Bend axon, antidromic
Parameter ID:	387
Pulse duration in ms:	0.4500
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	8.5277  V/m: 	 no AP.
Increasing amplitude: 	41.3554  V/m: 	 no AP.
Increasing amplitude: 	42.2609  V/m: 	 no AP.
Increasing amplitude: 	43.1863  V/m: 	 no AP.
Increasing amplitude: 	44.1320  V/m: 	 no AP.
Increasing amplitude: 	45.0983  V/m: 	 no AP.
Increasing amplitude: 	46.0859  V/m: 	 no AP.
Increasing amplitude: 	47.0950  V/m: 	 no AP.
Increasing amplitude: 	48.1263  V/m: 	 no AP.
Increasing amplitude: 	49.1801  V/m: 	 no AP.
Increasing amplitude: 	50.2570  V/m: 	 no AP.
Increasing amplitude: 	51.3575  V/m: 	 no AP.
Increasing amplitude: 	52.4821  V/m: 	 no AP.
Increasing amplitude: 	53.6313  V/m: 	 no AP.
Increasing amplitude: 	54.8056  V/m: 	 no AP.
Increasing amplitude: 	56.0057  V/m: 	 no AP.
Increasing amplitude: 	57.2321  V/m: 	 no AP.
Increasing amplitude: 	58.4853  V/m: 	 no AP.
Increasing amplitude: 	59.7660  V/m: 	 no AP.
Increasing amplitude: 	61.0747  V/m: 	 no AP.
Increasing amplitude: 	62.4120  V/m: 	 no AP.
Increasing amplitude: 	63.7787  V/m: 	 AP.
Lower bound: 62.4120  V/m.   Upper bound: 63.7787  V/m.   Search amplitude: 63.0917  V/m: AP.
Lower bound: 62.4120  V/m.   Upper bound: 63.0917  V/m.   Search amplitude: 62.7509  V/m: no AP.
Lower bound: 62.7509  V/m.   Upper bound: 63.0917  V/m.   Search amplitude: 62.9211  V/m: no AP.
Binary search ended. Threshold: 62.9211  V/m.
Percentage difference: 0.000 %.
 
Run time for search: 117.99 min.
 
-----------------------------------------------------------
Total run time: 121.619 min.
Results saved in UF_BndA_HH/Results/result_387.mat.
