Model type: 	Bend axon, antidromic
Parameter ID:	238
Pulse duration in ms:	0.0310
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.9558 kV/m: 	 no AP.
Increasing amplitude: 	2.2733 kV/m: 	 no AP.
Increasing amplitude: 	2.4790 kV/m: 	 no AP.
Increasing amplitude: 	2.7034 kV/m: 	 no AP.
Increasing amplitude: 	2.9481 kV/m: 	 no AP.
Increasing amplitude: 	3.2149 kV/m: 	 no AP.
Increasing amplitude: 	3.5059 kV/m: 	 no AP.
Increasing amplitude: 	3.8232 kV/m: 	 no AP.
Increasing amplitude: 	4.1692 kV/m: 	 no AP.
Increasing amplitude: 	4.5466 kV/m: 	 no AP.
Increasing amplitude: 	4.9581 kV/m: 	 no AP.
Increasing amplitude: 	5.4068 kV/m: 	 no AP.
Increasing amplitude: 	5.8962 kV/m: 	 no AP.
Increasing amplitude: 	6.4298 kV/m: 	 no AP.
Increasing amplitude: 	7.0117 kV/m: 	 no AP.
Increasing amplitude: 	7.6464 kV/m: 	 no AP.
Increasing amplitude: 	8.3384 kV/m: 	 no AP.
Increasing amplitude: 	9.0931 kV/m: 	 no AP.
Increasing amplitude: 	9.9161 kV/m: 	 no AP.
Increasing amplitude: 	10.8136 kV/m: 	 no AP.
Increasing amplitude: 	11.7923 kV/m: 	 no AP.
Increasing amplitude: 	12.8596 kV/m: 	 AP.
Lower bound: 11.7923 kV/m.   Upper bound: 12.8596 kV/m.   Search amplitude: 12.3144 kV/m: AP.
Lower bound: 11.7923 kV/m.   Upper bound: 12.3144 kV/m.   Search amplitude: 12.0505 kV/m: no AP.
Lower bound: 12.0505 kV/m.   Upper bound: 12.3144 kV/m.   Search amplitude: 12.1817 kV/m: no AP.
Lower bound: 12.1817 kV/m.   Upper bound: 12.3144 kV/m.   Search amplitude: 12.2479 kV/m: no AP.
Lower bound: 12.2479 kV/m.   Upper bound: 12.3144 kV/m.   Search amplitude: 12.2811 kV/m: no AP.
Binary search ended. Threshold: 12.2811 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 26.64 min.
 
-----------------------------------------------------------
Total run time: 34.929 min.
Results saved in UF_BndA_HH/Results/result_238.mat.
