Model type: 	Bend axon, antidromic
Parameter ID:	164
Pulse duration in ms:	0.0100
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	2.8925 kV/m: 	 no AP.
Increasing amplitude: 	0.1101 MV/m: 	 no AP.
Increasing amplitude: 	0.1200 MV/m: 	 no AP.
Increasing amplitude: 	0.1309 MV/m: 	 no AP.
Increasing amplitude: 	0.1427 MV/m: 	 no AP.
Increasing amplitude: 	0.1557 MV/m: 	 no AP.
Increasing amplitude: 	0.1698 MV/m: 	 no AP.
Increasing amplitude: 	0.1851 MV/m: 	 no AP.
Increasing amplitude: 	0.2019 MV/m: 	 no AP.
Increasing amplitude: 	0.2201 MV/m: 	 no AP.
Increasing amplitude: 	0.2401 MV/m: 	 no AP.
Increasing amplitude: 	0.2618 MV/m: 	 no AP.
Increasing amplitude: 	0.2855 MV/m: 	 no AP.
Increasing amplitude: 	0.3113 MV/m: 	 no AP.
Increasing amplitude: 	0.3395 MV/m: 	 no AP.
Increasing amplitude: 	0.3702 MV/m: 	 no AP.
Increasing amplitude: 	0.4037 MV/m: 	 no AP.
Increasing amplitude: 	0.4403 MV/m: 	 no AP.
Increasing amplitude: 	0.4801 MV/m: 	 no AP.
Increasing amplitude: 	0.5236 MV/m: 	 no AP.
Increasing amplitude: 	0.5710 MV/m: 	 no AP.
Increasing amplitude: 	0.6227 MV/m: 	 no AP.
Increasing amplitude: 	0.6790 MV/m: 	 no AP.
Increasing amplitude: 	0.7405 MV/m: 	 no AP.
Increasing amplitude: 	0.8075 MV/m: 	 no AP.
Increasing amplitude: 	0.8806 MV/m: 	 no AP.
Increasing amplitude: 	0.9603 MV/m: 	 no AP.
Increasing amplitude: 	1.0472 MV/m: 	 no AP.
Increasing amplitude: 	1.1420 MV/m: 	 no AP.
Increasing amplitude: 	1.2453 MV/m: 	 no AP.
Increasing amplitude: 	1.3580 MV/m: 	 no AP.
Increasing amplitude: 	1.4810 MV/m: 	 no AP.
Increasing amplitude: 	1.6150 MV/m: 	 no AP.
Increasing amplitude: 	1.7612 MV/m: 	 no AP.
Increasing amplitude: 	1.9206 MV/m: 	 no AP.
Increasing amplitude: 	2.0944 MV/m: 	 no AP.
Increasing amplitude: 	2.2840 MV/m: 	 no AP.
Increasing amplitude: 	2.4907 MV/m: 	 no AP.
Increasing amplitude: 	2.7161 MV/m: 	 no AP.
Increasing amplitude: 	2.9619 MV/m: 	 no AP.
Increasing amplitude: 	3.2300 MV/m: 	 no AP.
Increasing amplitude: 	3.5223 MV/m: 	 no AP.
Increasing amplitude: 	3.8411 MV/m: 	 no AP.
Increasing amplitude: 	4.1888 MV/m: 	 no AP.
Increasing amplitude: 	4.5679 MV/m: 	 no AP.
Increasing amplitude: 	4.9813 MV/m: 	 no AP.
Increasing amplitude: 	5.4322 MV/m: 	 no AP.
Increasing amplitude: 	5.9238 MV/m: 	 no AP.
Increasing amplitude: 	6.4600 MV/m: 	 no AP.
Increasing amplitude: 	7.0447 MV/m: 	 no AP.
Increasing amplitude: 	7.6823 MV/m: 	 no AP.
Increasing amplitude: 	8.3776 MV/m: 	 no AP.
Increasing amplitude: 	9.1358 MV/m: 	 no AP.
Increasing amplitude: 	9.9627 MV/m: 	 no AP.
Increasing amplitude: 	10.8644 MV/m: 	 no AP.
Increasing amplitude: 	11.8477 MV/m: 	 no AP.
Increasing amplitude: 	12.9200 MV/m: 	 no AP.
Increasing amplitude: 	14.0894 MV/m: 	 no AP.
Increasing amplitude: 	15.3646 MV/m: 	 no AP.
Increasing amplitude: 	16.7552 MV/m: 	 no AP.
Increasing amplitude: 	18.2716 MV/m: 	 no AP.
Increasing amplitude: 	19.9254 MV/m: 	 no AP.
Increasing amplitude: 	21.7288 MV/m: 	 no AP.
Increasing amplitude: 	23.6954 MV/m: 	 no AP.
Increasing amplitude: 	25.8400 MV/m: 	 no AP.
Increasing amplitude: 	28.1787 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 7.89 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	2.8925 kV/m: 	 no AP.
Increasing amplitude: 	3.1543 kV/m: 	 no AP.
Increasing amplitude: 	3.4398 kV/m: 	 no AP.
Increasing amplitude: 	3.7511 kV/m: 	 no AP.
Increasing amplitude: 	4.0906 kV/m: 	 no AP.
Increasing amplitude: 	4.4608 kV/m: 	 no AP.
Increasing amplitude: 	4.8646 kV/m: 	 no AP.
Increasing amplitude: 	5.3049 kV/m: 	 no AP.
Increasing amplitude: 	5.7850 kV/m: 	 no AP.
Increasing amplitude: 	6.3086 kV/m: 	 no AP.
Increasing amplitude: 	6.8796 kV/m: 	 no AP.
Increasing amplitude: 	7.5022 kV/m: 	 no AP.
Increasing amplitude: 	8.1812 kV/m: 	 no AP.
Increasing amplitude: 	8.9217 kV/m: 	 no AP.
Increasing amplitude: 	9.7292 kV/m: 	 no AP.
Increasing amplitude: 	10.6097 kV/m: 	 no AP.
Increasing amplitude: 	11.5700 kV/m: 	 no AP.
Increasing amplitude: 	12.6172 kV/m: 	 no AP.
Increasing amplitude: 	13.7591 kV/m: 	 no AP.
Increasing amplitude: 	15.0044 kV/m: 	 no AP.
Increasing amplitude: 	16.3625 kV/m: 	 no AP.
Increasing amplitude: 	17.8434 kV/m: 	 no AP.
Increasing amplitude: 	19.4584 kV/m: 	 no AP.
Increasing amplitude: 	21.2195 kV/m: 	 no AP.
Increasing amplitude: 	23.1400 kV/m: 	 no AP.
Increasing amplitude: 	25.2344 kV/m: 	 no AP.
Increasing amplitude: 	27.5183 kV/m: 	 no AP.
Increasing amplitude: 	30.0089 kV/m: 	 no AP.
Increasing amplitude: 	32.7249 kV/m: 	 AP.
Lower bound: 30.0089 kV/m.   Upper bound: 32.7249 kV/m.   Search amplitude: 31.3375 kV/m: AP.
Lower bound: 30.0089 kV/m.   Upper bound: 31.3375 kV/m.   Search amplitude: 30.6660 kV/m: no AP.
Lower bound: 30.6660 kV/m.   Upper bound: 31.3375 kV/m.   Search amplitude: 30.9999 kV/m: no AP.
Lower bound: 30.9999 kV/m.   Upper bound: 31.3375 kV/m.   Search amplitude: 31.1683 kV/m: AP.
Lower bound: 30.9999 kV/m.   Upper bound: 31.1683 kV/m.   Search amplitude: 31.0840 kV/m: AP.
Binary search ended. Threshold: 31.0840 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 19.71 min.
 
-----------------------------------------------------------
Total run time: 27.598 min.
Results saved in UF_BndA_HH/Results/result_164.mat.
