Model type: 	Bend axon, antidromic
Parameter ID:	41
Pulse duration in ms:	0.0014
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	18.8417 kV/m: 	 no AP.
Increasing amplitude: 	0.3288 MV/m: 	 no AP.
Increasing amplitude: 	0.3585 MV/m: 	 no AP.
Increasing amplitude: 	0.3910 MV/m: 	 no AP.
Increasing amplitude: 	0.4263 MV/m: 	 no AP.
Increasing amplitude: 	0.4649 MV/m: 	 no AP.
Increasing amplitude: 	0.5070 MV/m: 	 no AP.
Increasing amplitude: 	0.5529 MV/m: 	 no AP.
Increasing amplitude: 	0.6029 MV/m: 	 no AP.
Increasing amplitude: 	0.6575 MV/m: 	 no AP.
Increasing amplitude: 	0.7170 MV/m: 	 no AP.
Increasing amplitude: 	0.7819 MV/m: 	 no AP.
Increasing amplitude: 	0.8527 MV/m: 	 no AP.
Increasing amplitude: 	0.9299 MV/m: 	 no AP.
Increasing amplitude: 	1.0140 MV/m: 	 no AP.
Increasing amplitude: 	1.1058 MV/m: 	 no AP.
Increasing amplitude: 	1.2059 MV/m: 	 no AP.
Increasing amplitude: 	1.3150 MV/m: 	 no AP.
Increasing amplitude: 	1.4340 MV/m: 	 no AP.
Increasing amplitude: 	1.5638 MV/m: 	 no AP.
Increasing amplitude: 	1.7054 MV/m: 	 no AP.
Increasing amplitude: 	1.8597 MV/m: 	 no AP.
Increasing amplitude: 	2.0280 MV/m: 	 no AP.
Increasing amplitude: 	2.2116 MV/m: 	 no AP.
Increasing amplitude: 	2.4117 MV/m: 	 no AP.
Increasing amplitude: 	2.6300 MV/m: 	 no AP.
Increasing amplitude: 	2.8681 MV/m: 	 no AP.
Increasing amplitude: 	3.1276 MV/m: 	 no AP.
Increasing amplitude: 	3.4107 MV/m: 	 no AP.
Increasing amplitude: 	3.7194 MV/m: 	 no AP.
Increasing amplitude: 	4.0560 MV/m: 	 no AP.
Increasing amplitude: 	4.4231 MV/m: 	 no AP.
Increasing amplitude: 	4.8235 MV/m: 	 no AP.
Increasing amplitude: 	5.2600 MV/m: 	 no AP.
Increasing amplitude: 	5.7361 MV/m: 	 no AP.
Increasing amplitude: 	6.2553 MV/m: 	 no AP.
Increasing amplitude: 	6.8214 MV/m: 	 no AP.
Increasing amplitude: 	7.4388 MV/m: 	 no AP.
Increasing amplitude: 	8.1121 MV/m: 	 no AP.
Increasing amplitude: 	8.8463 MV/m: 	 no AP.
Increasing amplitude: 	9.6469 MV/m: 	 no AP.
Increasing amplitude: 	10.5201 MV/m: 	 no AP.
Increasing amplitude: 	11.4722 MV/m: 	 no AP.
Increasing amplitude: 	12.5105 MV/m: 	 no AP.
Increasing amplitude: 	13.6428 MV/m: 	 no AP.
Increasing amplitude: 	14.8776 MV/m: 	 no AP.
Increasing amplitude: 	16.2242 MV/m: 	 no AP.
Increasing amplitude: 	17.6926 MV/m: 	 no AP.
Increasing amplitude: 	19.2939 MV/m: 	 no AP.
Increasing amplitude: 	21.0401 MV/m: 	 no AP.
Increasing amplitude: 	22.9444 MV/m: 	 no AP.
Increasing amplitude: 	25.0211 MV/m: 	 no AP.
Increasing amplitude: 	27.2857 MV/m: 	 no AP.
Increasing amplitude: 	29.7552 MV/m: 	 no AP.
Increasing amplitude: 	32.4483 MV/m: 	 no AP.
Increasing amplitude: 	35.3851 MV/m: 	 no AP.
Increasing amplitude: 	38.5878 MV/m: 	 no AP.
Increasing amplitude: 	42.0802 MV/m: 	 no AP.
Increasing amplitude: 	45.8888 MV/m: 	 no AP.
Increasing amplitude: 	50.0421 MV/m: 	 no AP.
Increasing amplitude: 	54.5713 MV/m: 	 no AP.
Increasing amplitude: 	59.5105 MV/m: 	 no AP.
Increasing amplitude: 	64.8966 MV/m: 	 no AP.
Increasing amplitude: 	70.7703 MV/m: 	 no AP.
Increasing amplitude: 	77.1755 MV/m: 	 no AP.
Increasing amplitude: 	84.1605 MV/m: 	 no AP.
Increasing amplitude: 	91.7777 MV/m: 	 no AP.
Increasing amplitude: 	0.1001 GV/m: 	 no AP.
Increasing amplitude: 	0.1091 GV/m: 	 no AP.
Increasing amplitude: 	0.1190 GV/m: 	 no AP.
Increasing amplitude: 	0.1298 GV/m: 	 no AP.
Increasing amplitude: 	0.1415 GV/m: 	 no AP.
Increasing amplitude: 	0.1544 GV/m: 	 no AP.
Increasing amplitude: 	0.1683 GV/m: 	 no AP.
Increasing amplitude: 	0.1836 GV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.72 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	18.8417 kV/m: 	 no AP.
Increasing amplitude: 	20.5470 kV/m: 	 no AP.
Increasing amplitude: 	22.4067 kV/m: 	 no AP.
Increasing amplitude: 	24.4346 kV/m: 	 no AP.
Increasing amplitude: 	26.6462 kV/m: 	 no AP.
Increasing amplitude: 	29.0578 kV/m: 	 no AP.
Increasing amplitude: 	31.6878 kV/m: 	 no AP.
Increasing amplitude: 	34.5558 kV/m: 	 no AP.
Increasing amplitude: 	37.6834 kV/m: 	 no AP.
Increasing amplitude: 	41.0940 kV/m: 	 no AP.
Increasing amplitude: 	44.8133 kV/m: 	 no AP.
Increasing amplitude: 	48.8693 kV/m: 	 no AP.
Increasing amplitude: 	53.2923 kV/m: 	 no AP.
Increasing amplitude: 	58.1157 kV/m: 	 no AP.
Increasing amplitude: 	63.3756 kV/m: 	 no AP.
Increasing amplitude: 	69.1116 kV/m: 	 no AP.
Increasing amplitude: 	75.3667 kV/m: 	 no AP.
Increasing amplitude: 	82.1880 kV/m: 	 no AP.
Increasing amplitude: 	89.6266 kV/m: 	 no AP.
Increasing amplitude: 	97.7385 kV/m: 	 no AP.
Increasing amplitude: 	0.1066 MV/m: 	 no AP.
Increasing amplitude: 	0.1162 MV/m: 	 no AP.
Increasing amplitude: 	0.1268 MV/m: 	 no AP.
Increasing amplitude: 	0.1382 MV/m: 	 no AP.
Increasing amplitude: 	0.1507 MV/m: 	 no AP.
Increasing amplitude: 	0.1644 MV/m: 	 no AP.
Increasing amplitude: 	0.1793 MV/m: 	 no AP.
Increasing amplitude: 	0.1955 MV/m: 	 AP.
Lower bound: 0.1793 MV/m.   Upper bound: 0.1955 MV/m.   Search amplitude: 0.1872 MV/m: no AP.
Lower bound: 0.1872 MV/m.   Upper bound: 0.1955 MV/m.   Search amplitude: 0.1913 MV/m: no AP.
Lower bound: 0.1913 MV/m.   Upper bound: 0.1955 MV/m.   Search amplitude: 0.1934 MV/m: no AP.
Lower bound: 0.1934 MV/m.   Upper bound: 0.1955 MV/m.   Search amplitude: 0.1944 MV/m: no AP.
Lower bound: 0.1944 MV/m.   Upper bound: 0.1955 MV/m.   Search amplitude: 0.1949 MV/m: AP.
Binary search ended. Threshold: 0.1949 MV/m.
Percentage difference: -100.000 %.
 
Run time for search: 23.87 min.
 
-----------------------------------------------------------
Total run time: 32.588 min.
Results saved in UF_BndA_HH/Results/result_41.mat.
