Model type: 	Bend axon, antidromic
Parameter ID:	185
Pulse duration in ms:	0.0140
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	1.9117 kV/m: 	 no AP.
Increasing amplitude: 	8.3389 kV/m: 	 no AP.
Increasing amplitude: 	9.0937 kV/m: 	 no AP.
Increasing amplitude: 	9.9167 kV/m: 	 no AP.
Increasing amplitude: 	10.8143 kV/m: 	 no AP.
Increasing amplitude: 	11.7931 kV/m: 	 no AP.
Increasing amplitude: 	12.8604 kV/m: 	 no AP.
Increasing amplitude: 	14.0244 kV/m: 	 no AP.
Increasing amplitude: 	15.2937 kV/m: 	 no AP.
Increasing amplitude: 	16.6779 kV/m: 	 no AP.
Increasing amplitude: 	18.1874 kV/m: 	 no AP.
Increasing amplitude: 	19.8335 kV/m: 	 no AP.
Increasing amplitude: 	21.6286 kV/m: 	 no AP.
Increasing amplitude: 	23.5861 kV/m: 	 no AP.
Increasing amplitude: 	25.7208 kV/m: 	 AP.
Lower bound: 23.5861 kV/m.   Upper bound: 25.7208 kV/m.   Search amplitude: 24.6303 kV/m: AP.
Lower bound: 23.5861 kV/m.   Upper bound: 24.6303 kV/m.   Search amplitude: 24.1026 kV/m: AP.
Lower bound: 23.5861 kV/m.   Upper bound: 24.1026 kV/m.   Search amplitude: 23.8429 kV/m: no AP.
Lower bound: 23.8429 kV/m.   Upper bound: 24.1026 kV/m.   Search amplitude: 23.9724 kV/m: AP.
Lower bound: 23.8429 kV/m.   Upper bound: 23.9724 kV/m.   Search amplitude: 23.9076 kV/m: no AP.
Binary search ended. Threshold: 23.9076 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 43.31 min.
 
-----------------------------------------------------------
Total run time: 57.689 min.
Results saved in UF_BndA_HH/Results/result_185.mat.
