Model type: 	Bend axon, antidromic
Parameter ID:	376
Pulse duration in ms:	0.3100
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1190 kV/m: 	 no AP.
Increasing amplitude: 	33.2155 kV/m: 	 no AP.
Increasing amplitude: 	36.2217 kV/m: 	 no AP.
Increasing amplitude: 	39.5001 kV/m: 	 no AP.
Increasing amplitude: 	43.0752 kV/m: 	 no AP.
Increasing amplitude: 	46.9738 kV/m: 	 no AP.
Increasing amplitude: 	51.2253 kV/m: 	 no AP.
Increasing amplitude: 	55.8616 kV/m: 	 no AP.
Increasing amplitude: 	60.9175 kV/m: 	 no AP.
Increasing amplitude: 	66.4310 kV/m: 	 no AP.
Increasing amplitude: 	72.4435 kV/m: 	 no AP.
Increasing amplitude: 	79.0002 kV/m: 	 no AP.
Increasing amplitude: 	86.1503 kV/m: 	 no AP.
Increasing amplitude: 	93.9476 kV/m: 	 no AP.
Increasing amplitude: 	0.1025 MV/m: 	 no AP.
Increasing amplitude: 	0.1117 MV/m: 	 no AP.
Increasing amplitude: 	0.1218 MV/m: 	 no AP.
Increasing amplitude: 	0.1329 MV/m: 	 no AP.
Increasing amplitude: 	0.1449 MV/m: 	 no AP.
Increasing amplitude: 	0.1580 MV/m: 	 no AP.
Increasing amplitude: 	0.1723 MV/m: 	 no AP.
Increasing amplitude: 	0.1879 MV/m: 	 no AP.
Increasing amplitude: 	0.2049 MV/m: 	 no AP.
Increasing amplitude: 	0.2234 MV/m: 	 no AP.
Increasing amplitude: 	0.2437 MV/m: 	 no AP.
Increasing amplitude: 	0.2657 MV/m: 	 no AP.
Increasing amplitude: 	0.2898 MV/m: 	 no AP.
Increasing amplitude: 	0.3160 MV/m: 	 no AP.
Increasing amplitude: 	0.3446 MV/m: 	 no AP.
Increasing amplitude: 	0.3758 MV/m: 	 no AP.
Increasing amplitude: 	0.4098 MV/m: 	 no AP.
Increasing amplitude: 	0.4469 MV/m: 	 no AP.
Increasing amplitude: 	0.4873 MV/m: 	 no AP.
Increasing amplitude: 	0.5314 MV/m: 	 no AP.
Increasing amplitude: 	0.5795 MV/m: 	 no AP.
Increasing amplitude: 	0.6320 MV/m: 	 no AP.
Increasing amplitude: 	0.6892 MV/m: 	 no AP.
Increasing amplitude: 	0.7516 MV/m: 	 no AP.
Increasing amplitude: 	0.8196 MV/m: 	 no AP.
Increasing amplitude: 	0.8938 MV/m: 	 no AP.
Increasing amplitude: 	0.9747 MV/m: 	 no AP.
Increasing amplitude: 	1.0629 MV/m: 	 no AP.
Increasing amplitude: 	1.1591 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.89 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.1190 kV/m: 	 no AP.
Increasing amplitude: 	0.1297 kV/m: 	 no AP.
Increasing amplitude: 	0.1415 kV/m: 	 no AP.
Increasing amplitude: 	0.1543 kV/m: 	 no AP.
Increasing amplitude: 	0.1683 kV/m: 	 no AP.
Increasing amplitude: 	0.1835 kV/m: 	 no AP.
Increasing amplitude: 	0.2001 kV/m: 	 no AP.
Increasing amplitude: 	0.2182 kV/m: 	 no AP.
Increasing amplitude: 	0.2380 kV/m: 	 no AP.
Increasing amplitude: 	0.2595 kV/m: 	 no AP.
Increasing amplitude: 	0.2830 kV/m: 	 no AP.
Increasing amplitude: 	0.3086 kV/m: 	 no AP.
Increasing amplitude: 	0.3365 kV/m: 	 no AP.
Increasing amplitude: 	0.3670 kV/m: 	 no AP.
Increasing amplitude: 	0.4002 kV/m: 	 no AP.
Increasing amplitude: 	0.4364 kV/m: 	 no AP.
Increasing amplitude: 	0.4759 kV/m: 	 no AP.
Increasing amplitude: 	0.5190 kV/m: 	 no AP.
Increasing amplitude: 	0.5660 kV/m: 	 no AP.
Increasing amplitude: 	0.6172 kV/m: 	 no AP.
Increasing amplitude: 	0.6730 kV/m: 	 no AP.
Increasing amplitude: 	0.7340 kV/m: 	 no AP.
Increasing amplitude: 	0.8004 kV/m: 	 no AP.
Increasing amplitude: 	0.8728 kV/m: 	 no AP.
Increasing amplitude: 	0.9518 kV/m: 	 no AP.
Increasing amplitude: 	1.0380 kV/m: 	 no AP.
Increasing amplitude: 	1.1319 kV/m: 	 no AP.
Increasing amplitude: 	1.2344 kV/m: 	 no AP.
Increasing amplitude: 	1.3461 kV/m: 	 no AP.
Increasing amplitude: 	1.4679 kV/m: 	 no AP.
Increasing amplitude: 	1.6008 kV/m: 	 no AP.
Increasing amplitude: 	1.7457 kV/m: 	 no AP.
Increasing amplitude: 	1.9037 kV/m: 	 no AP.
Increasing amplitude: 	2.0760 kV/m: 	 no AP.
Increasing amplitude: 	2.2639 kV/m: 	 no AP.
Increasing amplitude: 	2.4688 kV/m: 	 no AP.
Increasing amplitude: 	2.6922 kV/m: 	 no AP.
Increasing amplitude: 	2.9359 kV/m: 	 no AP.
Increasing amplitude: 	3.2016 kV/m: 	 AP.
Lower bound: 2.9359 kV/m.   Upper bound: 3.2016 kV/m.   Search amplitude: 3.0658 kV/m: no AP.
Lower bound: 3.0658 kV/m.   Upper bound: 3.2016 kV/m.   Search amplitude: 3.1330 kV/m: AP.
Lower bound: 3.0658 kV/m.   Upper bound: 3.1330 kV/m.   Search amplitude: 3.0992 kV/m: no AP.
Lower bound: 3.0992 kV/m.   Upper bound: 3.1330 kV/m.   Search amplitude: 3.1161 kV/m: no AP.
Lower bound: 3.1161 kV/m.   Upper bound: 3.1330 kV/m.   Search amplitude: 3.1245 kV/m: AP.
Binary search ended. Threshold: 3.1245 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 32.27 min.
 
-----------------------------------------------------------
Total run time: 42.161 min.
Results saved in UF_BndA_HH/Results/result_376.mat.
