Model type: 	Bend axon, antidromic
Parameter ID:	281
Pulse duration in ms:	0.0680
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.4185 kV/m: 	 no AP.
Increasing amplitude: 	0.2143 MV/m: 	 no AP.
Increasing amplitude: 	0.2337 MV/m: 	 no AP.
Increasing amplitude: 	0.2548 MV/m: 	 no AP.
Increasing amplitude: 	0.2779 MV/m: 	 no AP.
Increasing amplitude: 	0.3030 MV/m: 	 no AP.
Increasing amplitude: 	0.3305 MV/m: 	 no AP.
Increasing amplitude: 	0.3604 MV/m: 	 no AP.
Increasing amplitude: 	0.3930 MV/m: 	 no AP.
Increasing amplitude: 	0.4286 MV/m: 	 no AP.
Increasing amplitude: 	0.4673 MV/m: 	 no AP.
Increasing amplitude: 	0.5096 MV/m: 	 no AP.
Increasing amplitude: 	0.5558 MV/m: 	 no AP.
Increasing amplitude: 	0.6061 MV/m: 	 no AP.
Increasing amplitude: 	0.6609 MV/m: 	 no AP.
Increasing amplitude: 	0.7207 MV/m: 	 no AP.
Increasing amplitude: 	0.7860 MV/m: 	 no AP.
Increasing amplitude: 	0.8571 MV/m: 	 no AP.
Increasing amplitude: 	0.9347 MV/m: 	 no AP.
Increasing amplitude: 	1.0193 MV/m: 	 no AP.
Increasing amplitude: 	1.1115 MV/m: 	 no AP.
Increasing amplitude: 	1.2121 MV/m: 	 no AP.
Increasing amplitude: 	1.3218 MV/m: 	 no AP.
Increasing amplitude: 	1.4415 MV/m: 	 no AP.
Increasing amplitude: 	1.5719 MV/m: 	 no AP.
Increasing amplitude: 	1.7142 MV/m: 	 no AP.
Increasing amplitude: 	1.8694 MV/m: 	 no AP.
Increasing amplitude: 	2.0386 MV/m: 	 no AP.
Increasing amplitude: 	2.2231 MV/m: 	 no AP.
Increasing amplitude: 	2.4243 MV/m: 	 no AP.
Increasing amplitude: 	2.6437 MV/m: 	 no AP.
Increasing amplitude: 	2.8830 MV/m: 	 no AP.
Increasing amplitude: 	3.1439 MV/m: 	 no AP.
Increasing amplitude: 	3.4284 MV/m: 	 no AP.
Increasing amplitude: 	3.7387 MV/m: 	 no AP.
Increasing amplitude: 	4.0771 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.23 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.4185 kV/m: 	 no AP.
Increasing amplitude: 	0.4564 kV/m: 	 no AP.
Increasing amplitude: 	0.4977 kV/m: 	 no AP.
Increasing amplitude: 	0.5427 kV/m: 	 no AP.
Increasing amplitude: 	0.5919 kV/m: 	 no AP.
Increasing amplitude: 	0.6454 kV/m: 	 no AP.
Increasing amplitude: 	0.7038 kV/m: 	 no AP.
Increasing amplitude: 	0.7676 kV/m: 	 no AP.
Increasing amplitude: 	0.8370 kV/m: 	 no AP.
Increasing amplitude: 	0.9128 kV/m: 	 no AP.
Increasing amplitude: 	0.9954 kV/m: 	 no AP.
Increasing amplitude: 	1.0855 kV/m: 	 no AP.
Increasing amplitude: 	1.1837 kV/m: 	 no AP.
Increasing amplitude: 	1.2909 kV/m: 	 no AP.
Increasing amplitude: 	1.4077 kV/m: 	 no AP.
Increasing amplitude: 	1.5351 kV/m: 	 no AP.
Increasing amplitude: 	1.6740 kV/m: 	 no AP.
Increasing amplitude: 	1.8256 kV/m: 	 no AP.
Increasing amplitude: 	1.9908 kV/m: 	 no AP.
Increasing amplitude: 	2.1710 kV/m: 	 no AP.
Increasing amplitude: 	2.3675 kV/m: 	 no AP.
Increasing amplitude: 	2.5817 kV/m: 	 no AP.
Increasing amplitude: 	2.8154 kV/m: 	 no AP.
Increasing amplitude: 	3.0702 kV/m: 	 no AP.
Increasing amplitude: 	3.3481 kV/m: 	 no AP.
Increasing amplitude: 	3.6511 kV/m: 	 no AP.
Increasing amplitude: 	3.9816 kV/m: 	 no AP.
Increasing amplitude: 	4.3419 kV/m: 	 no AP.
Increasing amplitude: 	4.7349 kV/m: 	 no AP.
Increasing amplitude: 	5.1635 kV/m: 	 no AP.
Increasing amplitude: 	5.6308 kV/m: 	 no AP.
Increasing amplitude: 	6.1404 kV/m: 	 no AP.
Increasing amplitude: 	6.6962 kV/m: 	 no AP.
Increasing amplitude: 	7.3022 kV/m: 	 no AP.
Increasing amplitude: 	7.9631 kV/m: 	 AP.
Lower bound: 7.3022 kV/m.   Upper bound: 7.9631 kV/m.   Search amplitude: 7.6255 kV/m: AP.
Lower bound: 7.3022 kV/m.   Upper bound: 7.6255 kV/m.   Search amplitude: 7.4621 kV/m: no AP.
Lower bound: 7.4621 kV/m.   Upper bound: 7.6255 kV/m.   Search amplitude: 7.5434 kV/m: AP.
Lower bound: 7.4621 kV/m.   Upper bound: 7.5434 kV/m.   Search amplitude: 7.5026 kV/m: AP.
Lower bound: 7.4621 kV/m.   Upper bound: 7.5026 kV/m.   Search amplitude: 7.4824 kV/m: AP.
Binary search ended. Threshold: 7.4824 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 29.40 min.
 
-----------------------------------------------------------
Total run time: 38.633 min.
Results saved in UF_BndA_HH/Results/result_281.mat.
