Model type: 	Bend axon, antidromic
Parameter ID:	93
Pulse duration in ms:	0.0031
Field orientation in degrees:	120.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	9.2568 kV/m: 	 no AP.
Increasing amplitude: 	82.6947 MV/m: 	 no AP.
Increasing amplitude: 	90.1792 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.56 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	9.2568 kV/m: 	 no AP.
Increasing amplitude: 	10.0946 kV/m: 	 no AP.
Increasing amplitude: 	11.0082 kV/m: 	 no AP.
Increasing amplitude: 	12.0045 kV/m: 	 no AP.
Increasing amplitude: 	13.0910 kV/m: 	 no AP.
Increasing amplitude: 	14.2759 kV/m: 	 no AP.
Increasing amplitude: 	15.5680 kV/m: 	 no AP.
Increasing amplitude: 	16.9770 kV/m: 	 no AP.
Increasing amplitude: 	18.5135 kV/m: 	 no AP.
Increasing amplitude: 	20.1891 kV/m: 	 no AP.
Increasing amplitude: 	22.0164 kV/m: 	 no AP.
Increasing amplitude: 	24.0091 kV/m: 	 no AP.
Increasing amplitude: 	26.1821 kV/m: 	 no AP.
Increasing amplitude: 	28.5517 kV/m: 	 no AP.
Increasing amplitude: 	31.1359 kV/m: 	 no AP.
Increasing amplitude: 	33.9539 kV/m: 	 no AP.
Increasing amplitude: 	37.0270 kV/m: 	 no AP.
Increasing amplitude: 	40.3783 kV/m: 	 no AP.
Increasing amplitude: 	44.0328 kV/m: 	 no AP.
Increasing amplitude: 	48.0181 kV/m: 	 no AP.
Increasing amplitude: 	52.3641 kV/m: 	 no AP.
Increasing amplitude: 	57.1035 kV/m: 	 no AP.
Increasing amplitude: 	62.2718 kV/m: 	 no AP.
Increasing amplitude: 	67.9079 kV/m: 	 no AP.
Increasing amplitude: 	74.0541 kV/m: 	 no AP.
Increasing amplitude: 	80.7565 kV/m: 	 no AP.
Increasing amplitude: 	88.0656 kV/m: 	 AP.
Lower bound: 80.7565 kV/m.   Upper bound: 88.0656 kV/m.   Search amplitude: 84.3319 kV/m: no AP.
Lower bound: 84.3319 kV/m.   Upper bound: 88.0656 kV/m.   Search amplitude: 86.1786 kV/m: no AP.
Lower bound: 86.1786 kV/m.   Upper bound: 88.0656 kV/m.   Search amplitude: 87.1170 kV/m: no AP.
Lower bound: 87.1170 kV/m.   Upper bound: 88.0656 kV/m.   Search amplitude: 87.5900 kV/m: no AP.
Lower bound: 87.5900 kV/m.   Upper bound: 88.0656 kV/m.   Search amplitude: 87.8275 kV/m: no AP.
Binary search ended. Threshold: 87.8275 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 32.27 min.
 
-----------------------------------------------------------
Total run time: 41.830 min.
Results saved in UF_BndA_HH/Results/result_93.mat.
