Model type: 	Bend axon, antidromic
Parameter ID:	16
Pulse duration in ms:	0.0010
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	26.3662 kV/m: 	 no AP.
Increasing amplitude: 	81.3244 kV/m: 	 no AP.
Increasing amplitude: 	88.6849 kV/m: 	 no AP.
Increasing amplitude: 	96.7115 kV/m: 	 no AP.
Increasing amplitude: 	0.1055 MV/m: 	 no AP.
Increasing amplitude: 	0.1150 MV/m: 	 no AP.
Increasing amplitude: 	0.1254 MV/m: 	 no AP.
Increasing amplitude: 	0.1368 MV/m: 	 no AP.
Increasing amplitude: 	0.1491 MV/m: 	 no AP.
Increasing amplitude: 	0.1626 MV/m: 	 no AP.
Increasing amplitude: 	0.1774 MV/m: 	 no AP.
Increasing amplitude: 	0.1934 MV/m: 	 no AP.
Increasing amplitude: 	0.2109 MV/m: 	 no AP.
Increasing amplitude: 	0.2300 MV/m: 	 no AP.
Increasing amplitude: 	0.2508 MV/m: 	 no AP.
Increasing amplitude: 	0.2735 MV/m: 	 AP.
Lower bound: 0.2508 MV/m.   Upper bound: 0.2735 MV/m.   Search amplitude: 0.2619 MV/m: no AP.
Lower bound: 0.2619 MV/m.   Upper bound: 0.2735 MV/m.   Search amplitude: 0.2677 MV/m: AP.
Lower bound: 0.2619 MV/m.   Upper bound: 0.2677 MV/m.   Search amplitude: 0.2648 MV/m: no AP.
Lower bound: 0.2648 MV/m.   Upper bound: 0.2677 MV/m.   Search amplitude: 0.2662 MV/m: AP.
Lower bound: 0.2648 MV/m.   Upper bound: 0.2662 MV/m.   Search amplitude: 0.2655 MV/m: no AP.
Binary search ended. Threshold: 0.2655 MV/m.
Percentage difference: -100.000 %.
 
Run time for search: 30.03 min.
 
-----------------------------------------------------------
Total run time: 40.216 min.
Results saved in UF_BndA_HH/Results/result_16.mat.
