Model type: 	Bend axon, orthodromic
Parameter ID:	140
Pulse duration in ms:	0.0068
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.2066 kV/m: 	 no AP.
Increasing amplitude: 	7.8622 kV/m: 	 no AP.
Increasing amplitude: 	8.5738 kV/m: 	 no AP.
Increasing amplitude: 	9.3498 kV/m: 	 no AP.
Increasing amplitude: 	10.1960 kV/m: 	 no AP.
Increasing amplitude: 	11.1188 kV/m: 	 no AP.
Increasing amplitude: 	12.1252 kV/m: 	 no AP.
Increasing amplitude: 	13.2226 kV/m: 	 no AP.
Increasing amplitude: 	14.4193 kV/m: 	 no AP.
Increasing amplitude: 	15.7244 kV/m: 	 no AP.
Increasing amplitude: 	17.1476 kV/m: 	 no AP.
Increasing amplitude: 	18.6995 kV/m: 	 no AP.
Increasing amplitude: 	20.3920 kV/m: 	 no AP.
Increasing amplitude: 	22.2376 kV/m: 	 no AP.
Increasing amplitude: 	24.2503 kV/m: 	 no AP.
Increasing amplitude: 	26.4451 kV/m: 	 no AP.
Increasing amplitude: 	28.8386 kV/m: 	 no AP.
Increasing amplitude: 	31.4488 kV/m: 	 no AP.
Increasing amplitude: 	34.2951 kV/m: 	 no AP.
Increasing amplitude: 	37.3991 kV/m: 	 no AP.
Increasing amplitude: 	40.7840 kV/m: 	 no AP.
Increasing amplitude: 	44.4753 kV/m: 	 no AP.
Increasing amplitude: 	48.5006 kV/m: 	 no AP.
Increasing amplitude: 	52.8903 kV/m: 	 no AP.
Increasing amplitude: 	57.6773 kV/m: 	 no AP.
Increasing amplitude: 	62.8975 kV/m: 	 no AP.
Increasing amplitude: 	68.5902 kV/m: 	 no AP.
Increasing amplitude: 	74.7982 kV/m: 	 no AP.
Increasing amplitude: 	81.5680 kV/m: 	 no AP.
Increasing amplitude: 	88.9505 kV/m: 	 no AP.
Increasing amplitude: 	97.0012 kV/m: 	 no AP.
Increasing amplitude: 	0.1058 MV/m: 	 no AP.
Increasing amplitude: 	0.1154 MV/m: 	 no AP.
Increasing amplitude: 	0.1258 MV/m: 	 no AP.
Increasing amplitude: 	0.1372 MV/m: 	 no AP.
Increasing amplitude: 	0.1496 MV/m: 	 no AP.
Increasing amplitude: 	0.1631 MV/m: 	 no AP.
Increasing amplitude: 	0.1779 MV/m: 	 no AP.
Increasing amplitude: 	0.1940 MV/m: 	 no AP.
Increasing amplitude: 	0.2116 MV/m: 	 no AP.
Increasing amplitude: 	0.2307 MV/m: 	 no AP.
Increasing amplitude: 	0.2516 MV/m: 	 no AP.
Increasing amplitude: 	0.2744 MV/m: 	 no AP.
Increasing amplitude: 	0.2992 MV/m: 	 no AP.
Increasing amplitude: 	0.3263 MV/m: 	 no AP.
Increasing amplitude: 	0.3558 MV/m: 	 no AP.
Increasing amplitude: 	0.3880 MV/m: 	 no AP.
Increasing amplitude: 	0.4231 MV/m: 	 no AP.
Increasing amplitude: 	0.4614 MV/m: 	 no AP.
Increasing amplitude: 	0.5032 MV/m: 	 no AP.
Increasing amplitude: 	0.5487 MV/m: 	 no AP.
Increasing amplitude: 	0.5984 MV/m: 	 no AP.
Increasing amplitude: 	0.6525 MV/m: 	 no AP.
Increasing amplitude: 	0.7116 MV/m: 	 no AP.
Increasing amplitude: 	0.7760 MV/m: 	 no AP.
Increasing amplitude: 	0.8462 MV/m: 	 no AP.
Increasing amplitude: 	0.9228 MV/m: 	 no AP.
Increasing amplitude: 	1.0064 MV/m: 	 no AP.
Increasing amplitude: 	1.0974 MV/m: 	 no AP.
Increasing amplitude: 	1.1968 MV/m: 	 no AP.
Increasing amplitude: 	1.3051 MV/m: 	 no AP.
Increasing amplitude: 	1.4232 MV/m: 	 no AP.
Increasing amplitude: 	1.5520 MV/m: 	 no AP.
Increasing amplitude: 	1.6925 MV/m: 	 no AP.
Increasing amplitude: 	1.8457 MV/m: 	 no AP.
Increasing amplitude: 	2.0127 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 1.67 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.2066 kV/m: 	 no AP.
Increasing amplitude: 	0.2253 kV/m: 	 no AP.
Increasing amplitude: 	0.2457 kV/m: 	 no AP.
Increasing amplitude: 	0.2679 kV/m: 	 no AP.
Increasing amplitude: 	0.2922 kV/m: 	 no AP.
Increasing amplitude: 	0.3186 kV/m: 	 no AP.
Increasing amplitude: 	0.3475 kV/m: 	 no AP.
Increasing amplitude: 	0.3789 kV/m: 	 no AP.
Increasing amplitude: 	0.4132 kV/m: 	 no AP.
Increasing amplitude: 	0.4506 kV/m: 	 no AP.
Increasing amplitude: 	0.4914 kV/m: 	 no AP.
Increasing amplitude: 	0.5359 kV/m: 	 no AP.
Increasing amplitude: 	0.5844 kV/m: 	 no AP.
Increasing amplitude: 	0.6372 kV/m: 	 no AP.
Increasing amplitude: 	0.6949 kV/m: 	 no AP.
Increasing amplitude: 	0.7578 kV/m: 	 no AP.
Increasing amplitude: 	0.8264 kV/m: 	 no AP.
Increasing amplitude: 	0.9012 kV/m: 	 no AP.
Increasing amplitude: 	0.9828 kV/m: 	 no AP.
Increasing amplitude: 	1.0717 kV/m: 	 no AP.
Increasing amplitude: 	1.1687 kV/m: 	 no AP.
Increasing amplitude: 	1.2745 kV/m: 	 no AP.
Increasing amplitude: 	1.3899 kV/m: 	 no AP.
Increasing amplitude: 	1.5156 kV/m: 	 no AP.
Increasing amplitude: 	1.6528 kV/m: 	 no AP.
Increasing amplitude: 	1.8024 kV/m: 	 no AP.
Increasing amplitude: 	1.9655 kV/m: 	 no AP.
Increasing amplitude: 	2.1434 kV/m: 	 no AP.
Increasing amplitude: 	2.3374 kV/m: 	 no AP.
Increasing amplitude: 	2.5490 kV/m: 	 no AP.
Increasing amplitude: 	2.7797 kV/m: 	 no AP.
Increasing amplitude: 	3.0313 kV/m: 	 no AP.
Increasing amplitude: 	3.3056 kV/m: 	 no AP.
Increasing amplitude: 	3.6048 kV/m: 	 no AP.
Increasing amplitude: 	3.9311 kV/m: 	 no AP.
Increasing amplitude: 	4.2869 kV/m: 	 no AP.
Increasing amplitude: 	4.6749 kV/m: 	 no AP.
Increasing amplitude: 	5.0980 kV/m: 	 no AP.
Increasing amplitude: 	5.5594 kV/m: 	 no AP.
Increasing amplitude: 	6.0626 kV/m: 	 no AP.
Increasing amplitude: 	6.6113 kV/m: 	 no AP.
Increasing amplitude: 	7.2097 kV/m: 	 no AP.
Increasing amplitude: 	7.8622 kV/m: 	 no AP.
Increasing amplitude: 	8.5738 kV/m: 	 no AP.
Increasing amplitude: 	9.3498 kV/m: 	 no AP.
Increasing amplitude: 	10.1960 kV/m: 	 no AP.
Increasing amplitude: 	11.1188 kV/m: 	 no AP.
Increasing amplitude: 	12.1252 kV/m: 	 no AP.
Increasing amplitude: 	13.2226 kV/m: 	 no AP.
Increasing amplitude: 	14.4193 kV/m: 	 no AP.
Increasing amplitude: 	15.7244 kV/m: 	 no AP.
Increasing amplitude: 	17.1476 kV/m: 	 no AP.
Increasing amplitude: 	18.6995 kV/m: 	 no AP.
Increasing amplitude: 	20.3920 kV/m: 	 AP.
Lower bound: 18.6995 kV/m.   Upper bound: 20.3920 kV/m.   Search amplitude: 19.5274 kV/m: no AP.
Lower bound: 19.5274 kV/m.   Upper bound: 20.3920 kV/m.   Search amplitude: 19.9550 kV/m: AP.
Lower bound: 19.5274 kV/m.   Upper bound: 19.9550 kV/m.   Search amplitude: 19.7401 kV/m: AP.
Lower bound: 19.5274 kV/m.   Upper bound: 19.7401 kV/m.   Search amplitude: 19.6335 kV/m: AP.
Lower bound: 19.5274 kV/m.   Upper bound: 19.6335 kV/m.   Search amplitude: 19.5804 kV/m: AP.
Binary search ended. Threshold: 19.5804 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 3.55 min.
 
-----------------------------------------------------------
Total run time: 5.219 min.
Results saved in UF_BndO_RMG/Results/result_140.mat.
