Model type: 	Bend axon, orthodromic
Parameter ID:	96
Pulse duration in ms:	0.0031
Field orientation in degrees:	135.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.4513 kV/m: 	 no AP.
Increasing amplitude: 	4.0313 MV/m: 	 no AP.
Increasing amplitude: 	4.3962 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 1.07 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.4513 kV/m: 	 no AP.
Increasing amplitude: 	0.4921 kV/m: 	 no AP.
Increasing amplitude: 	0.5366 kV/m: 	 no AP.
Increasing amplitude: 	0.5852 kV/m: 	 no AP.
Increasing amplitude: 	0.6382 kV/m: 	 no AP.
Increasing amplitude: 	0.6959 kV/m: 	 no AP.
Increasing amplitude: 	0.7589 kV/m: 	 no AP.
Increasing amplitude: 	0.8276 kV/m: 	 no AP.
Increasing amplitude: 	0.9025 kV/m: 	 no AP.
Increasing amplitude: 	0.9842 kV/m: 	 no AP.
Increasing amplitude: 	1.0733 kV/m: 	 no AP.
Increasing amplitude: 	1.1704 kV/m: 	 no AP.
Increasing amplitude: 	1.2764 kV/m: 	 no AP.
Increasing amplitude: 	1.3919 kV/m: 	 no AP.
Increasing amplitude: 	1.5179 kV/m: 	 no AP.
Increasing amplitude: 	1.6552 kV/m: 	 no AP.
Increasing amplitude: 	1.8051 kV/m: 	 no AP.
Increasing amplitude: 	1.9684 kV/m: 	 no AP.
Increasing amplitude: 	2.1466 kV/m: 	 no AP.
Increasing amplitude: 	2.3409 kV/m: 	 no AP.
Increasing amplitude: 	2.5527 kV/m: 	 no AP.
Increasing amplitude: 	2.7838 kV/m: 	 no AP.
Increasing amplitude: 	3.0357 kV/m: 	 no AP.
Increasing amplitude: 	3.3105 kV/m: 	 no AP.
Increasing amplitude: 	3.6101 kV/m: 	 no AP.
Increasing amplitude: 	3.9369 kV/m: 	 no AP.
Increasing amplitude: 	4.2932 kV/m: 	 no AP.
Increasing amplitude: 	4.6817 kV/m: 	 no AP.
Increasing amplitude: 	5.1055 kV/m: 	 no AP.
Increasing amplitude: 	5.5675 kV/m: 	 no AP.
Increasing amplitude: 	6.0715 kV/m: 	 no AP.
Increasing amplitude: 	6.6210 kV/m: 	 no AP.
Increasing amplitude: 	7.2202 kV/m: 	 no AP.
Increasing amplitude: 	7.8737 kV/m: 	 no AP.
Increasing amplitude: 	8.5863 kV/m: 	 no AP.
Increasing amplitude: 	9.3635 kV/m: 	 no AP.
Increasing amplitude: 	10.2109 kV/m: 	 no AP.
Increasing amplitude: 	11.1351 kV/m: 	 no AP.
Increasing amplitude: 	12.1429 kV/m: 	 no AP.
Increasing amplitude: 	13.2419 kV/m: 	 no AP.
Increasing amplitude: 	14.4404 kV/m: 	 no AP.
Increasing amplitude: 	15.7474 kV/m: 	 no AP.
Increasing amplitude: 	17.1727 kV/m: 	 no AP.
Increasing amplitude: 	18.7269 kV/m: 	 no AP.
Increasing amplitude: 	20.4219 kV/m: 	 no AP.
Increasing amplitude: 	22.2702 kV/m: 	 no AP.
Increasing amplitude: 	24.2858 kV/m: 	 no AP.
Increasing amplitude: 	26.4839 kV/m: 	 AP.
Lower bound: 24.2858 kV/m.   Upper bound: 26.4839 kV/m.   Search amplitude: 25.3611 kV/m: no AP.
Lower bound: 25.3611 kV/m.   Upper bound: 26.4839 kV/m.   Search amplitude: 25.9164 kV/m: AP.
Lower bound: 25.3611 kV/m.   Upper bound: 25.9164 kV/m.   Search amplitude: 25.6372 kV/m: AP.
Lower bound: 25.3611 kV/m.   Upper bound: 25.6372 kV/m.   Search amplitude: 25.4988 kV/m: AP.
Lower bound: 25.3611 kV/m.   Upper bound: 25.4988 kV/m.   Search amplitude: 25.4298 kV/m: AP.
Binary search ended. Threshold: 25.4298 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 2.22 min.
 
-----------------------------------------------------------
Total run time: 3.289 min.
Results saved in UF_BndO_RMG/Results/result_96.mat.
