Model type: 	Bend axon, orthodromic
Parameter ID:	70
Pulse duration in ms:	0.0021
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.6654 kV/m: 	 no AP.
Increasing amplitude: 	23.2194 kV/m: 	 no AP.
Increasing amplitude: 	25.3209 kV/m: 	 no AP.
Increasing amplitude: 	27.6126 kV/m: 	 no AP.
Increasing amplitude: 	30.1118 kV/m: 	 no AP.
Increasing amplitude: 	32.8371 kV/m: 	 no AP.
Increasing amplitude: 	35.8092 kV/m: 	 no AP.
Increasing amplitude: 	39.0502 kV/m: 	 no AP.
Increasing amplitude: 	42.5845 kV/m: 	 no AP.
Increasing amplitude: 	46.4387 kV/m: 	 no AP.
Increasing amplitude: 	50.6418 kV/m: 	 no AP.
Increasing amplitude: 	55.2253 kV/m: 	 no AP.
Increasing amplitude: 	60.2236 kV/m: 	 no AP.
Increasing amplitude: 	65.6743 kV/m: 	 no AP.
Increasing amplitude: 	71.6183 kV/m: 	 no AP.
Increasing amplitude: 	78.1003 kV/m: 	 no AP.
Increasing amplitude: 	85.1690 kV/m: 	 no AP.
Increasing amplitude: 	92.8775 kV/m: 	 no AP.
Increasing amplitude: 	0.1013 MV/m: 	 no AP.
Increasing amplitude: 	0.1105 MV/m: 	 no AP.
Increasing amplitude: 	0.1204 MV/m: 	 no AP.
Increasing amplitude: 	0.1313 MV/m: 	 no AP.
Increasing amplitude: 	0.1432 MV/m: 	 no AP.
Increasing amplitude: 	0.1562 MV/m: 	 no AP.
Increasing amplitude: 	0.1703 MV/m: 	 no AP.
Increasing amplitude: 	0.1858 MV/m: 	 no AP.
Increasing amplitude: 	0.2026 MV/m: 	 no AP.
Increasing amplitude: 	0.2209 MV/m: 	 no AP.
Increasing amplitude: 	0.2409 MV/m: 	 no AP.
Increasing amplitude: 	0.2627 MV/m: 	 no AP.
Increasing amplitude: 	0.2865 MV/m: 	 no AP.
Increasing amplitude: 	0.3124 MV/m: 	 no AP.
Increasing amplitude: 	0.3407 MV/m: 	 no AP.
Increasing amplitude: 	0.3715 MV/m: 	 no AP.
Increasing amplitude: 	0.4051 MV/m: 	 no AP.
Increasing amplitude: 	0.4418 MV/m: 	 no AP.
Increasing amplitude: 	0.4818 MV/m: 	 no AP.
Increasing amplitude: 	0.5254 MV/m: 	 no AP.
Increasing amplitude: 	0.5729 MV/m: 	 no AP.
Increasing amplitude: 	0.6248 MV/m: 	 no AP.
Increasing amplitude: 	0.6814 MV/m: 	 no AP.
Increasing amplitude: 	0.7430 MV/m: 	 no AP.
Increasing amplitude: 	0.8103 MV/m: 	 no AP.
Increasing amplitude: 	0.8836 MV/m: 	 no AP.
Increasing amplitude: 	0.9636 MV/m: 	 no AP.
Increasing amplitude: 	1.0508 MV/m: 	 no AP.
Increasing amplitude: 	1.1459 MV/m: 	 no AP.
Increasing amplitude: 	1.2496 MV/m: 	 no AP.
Increasing amplitude: 	1.3627 MV/m: 	 no AP.
Increasing amplitude: 	1.4860 MV/m: 	 no AP.
Increasing amplitude: 	1.6205 MV/m: 	 no AP.
Increasing amplitude: 	1.7672 MV/m: 	 no AP.
Increasing amplitude: 	1.9272 MV/m: 	 no AP.
Increasing amplitude: 	2.1016 MV/m: 	 no AP.
Increasing amplitude: 	2.2918 MV/m: 	 no AP.
Increasing amplitude: 	2.4992 MV/m: 	 no AP.
Increasing amplitude: 	2.7254 MV/m: 	 no AP.
Increasing amplitude: 	2.9721 MV/m: 	 no AP.
Increasing amplitude: 	3.2411 MV/m: 	 no AP.
Increasing amplitude: 	3.5344 MV/m: 	 no AP.
Increasing amplitude: 	3.8543 MV/m: 	 no AP.
Increasing amplitude: 	4.2032 MV/m: 	 no AP.
Increasing amplitude: 	4.5836 MV/m: 	 no AP.
Increasing amplitude: 	4.9984 MV/m: 	 no AP.
Increasing amplitude: 	5.4508 MV/m: 	 no AP.
Increasing amplitude: 	5.9442 MV/m: 	 no AP.
Increasing amplitude: 	6.4821 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 1.14 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.6654 kV/m: 	 no AP.
Increasing amplitude: 	0.7256 kV/m: 	 no AP.
Increasing amplitude: 	0.7913 kV/m: 	 no AP.
Increasing amplitude: 	0.8629 kV/m: 	 no AP.
Increasing amplitude: 	0.9410 kV/m: 	 no AP.
Increasing amplitude: 	1.0262 kV/m: 	 no AP.
Increasing amplitude: 	1.1190 kV/m: 	 no AP.
Increasing amplitude: 	1.2203 kV/m: 	 no AP.
Increasing amplitude: 	1.3308 kV/m: 	 no AP.
Increasing amplitude: 	1.4512 kV/m: 	 no AP.
Increasing amplitude: 	1.5826 kV/m: 	 no AP.
Increasing amplitude: 	1.7258 kV/m: 	 no AP.
Increasing amplitude: 	1.8820 kV/m: 	 no AP.
Increasing amplitude: 	2.0523 kV/m: 	 no AP.
Increasing amplitude: 	2.2381 kV/m: 	 no AP.
Increasing amplitude: 	2.4406 kV/m: 	 no AP.
Increasing amplitude: 	2.6615 kV/m: 	 no AP.
Increasing amplitude: 	2.9024 kV/m: 	 no AP.
Increasing amplitude: 	3.1651 kV/m: 	 no AP.
Increasing amplitude: 	3.4516 kV/m: 	 no AP.
Increasing amplitude: 	3.7640 kV/m: 	 no AP.
Increasing amplitude: 	4.1046 kV/m: 	 no AP.
Increasing amplitude: 	4.4761 kV/m: 	 no AP.
Increasing amplitude: 	4.8813 kV/m: 	 no AP.
Increasing amplitude: 	5.3231 kV/m: 	 no AP.
Increasing amplitude: 	5.8048 kV/m: 	 no AP.
Increasing amplitude: 	6.3302 kV/m: 	 no AP.
Increasing amplitude: 	6.9032 kV/m: 	 no AP.
Increasing amplitude: 	7.5279 kV/m: 	 no AP.
Increasing amplitude: 	8.2093 kV/m: 	 no AP.
Increasing amplitude: 	8.9523 kV/m: 	 no AP.
Increasing amplitude: 	9.7625 kV/m: 	 no AP.
Increasing amplitude: 	10.6461 kV/m: 	 no AP.
Increasing amplitude: 	11.6097 kV/m: 	 no AP.
Increasing amplitude: 	12.6604 kV/m: 	 no AP.
Increasing amplitude: 	13.8063 kV/m: 	 no AP.
Increasing amplitude: 	15.0559 kV/m: 	 no AP.
Increasing amplitude: 	16.4186 kV/m: 	 no AP.
Increasing amplitude: 	17.9046 kV/m: 	 no AP.
Increasing amplitude: 	19.5251 kV/m: 	 no AP.
Increasing amplitude: 	21.2922 kV/m: 	 no AP.
Increasing amplitude: 	23.2194 kV/m: 	 no AP.
Increasing amplitude: 	25.3209 kV/m: 	 no AP.
Increasing amplitude: 	27.6126 kV/m: 	 no AP.
Increasing amplitude: 	30.1118 kV/m: 	 no AP.
Increasing amplitude: 	32.8371 kV/m: 	 AP.
Lower bound: 30.1118 kV/m.   Upper bound: 32.8371 kV/m.   Search amplitude: 31.4450 kV/m: AP.
Lower bound: 30.1118 kV/m.   Upper bound: 31.4450 kV/m.   Search amplitude: 30.7712 kV/m: no AP.
Lower bound: 30.7712 kV/m.   Upper bound: 31.4450 kV/m.   Search amplitude: 31.1062 kV/m: no AP.
Lower bound: 31.1062 kV/m.   Upper bound: 31.4450 kV/m.   Search amplitude: 31.2751 kV/m: AP.
Lower bound: 31.1062 kV/m.   Upper bound: 31.2751 kV/m.   Search amplitude: 31.1906 kV/m: no AP.
Binary search ended. Threshold: 31.1906 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 2.02 min.
 
-----------------------------------------------------------
Total run time: 3.156 min.
Results saved in UF_BndO_RMG/Results/result_70.mat.
