Model type: 	Bend axon, orthodromic
Parameter ID:	24
Pulse duration in ms:	0.0010
Field orientation in degrees:	135.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	1.3955 kV/m: 	 no AP.
Increasing amplitude: 	97.3976 kV/m: 	 no AP.
Increasing amplitude: 	0.1062 MV/m: 	 no AP.
Increasing amplitude: 	0.1158 MV/m: 	 no AP.
Increasing amplitude: 	0.1263 MV/m: 	 no AP.
Increasing amplitude: 	0.1377 MV/m: 	 no AP.
Increasing amplitude: 	0.1502 MV/m: 	 no AP.
Increasing amplitude: 	0.1638 MV/m: 	 no AP.
Increasing amplitude: 	0.1786 MV/m: 	 no AP.
Increasing amplitude: 	0.1948 MV/m: 	 no AP.
Increasing amplitude: 	0.2124 MV/m: 	 no AP.
Increasing amplitude: 	0.2317 MV/m: 	 no AP.
Increasing amplitude: 	0.2526 MV/m: 	 no AP.
Increasing amplitude: 	0.2755 MV/m: 	 no AP.
Increasing amplitude: 	0.3004 MV/m: 	 no AP.
Increasing amplitude: 	0.3276 MV/m: 	 no AP.
Increasing amplitude: 	0.3573 MV/m: 	 no AP.
Increasing amplitude: 	0.3896 MV/m: 	 no AP.
Increasing amplitude: 	0.4249 MV/m: 	 no AP.
Increasing amplitude: 	0.4633 MV/m: 	 no AP.
Increasing amplitude: 	0.5052 MV/m: 	 no AP.
Increasing amplitude: 	0.5510 MV/m: 	 no AP.
Increasing amplitude: 	0.6008 MV/m: 	 no AP.
Increasing amplitude: 	0.6552 MV/m: 	 no AP.
Increasing amplitude: 	0.7145 MV/m: 	 no AP.
Increasing amplitude: 	0.7792 MV/m: 	 no AP.
Increasing amplitude: 	0.8497 MV/m: 	 no AP.
Increasing amplitude: 	0.9266 MV/m: 	 no AP.
Increasing amplitude: 	1.0105 MV/m: 	 no AP.
Increasing amplitude: 	1.1019 MV/m: 	 no AP.
Increasing amplitude: 	1.2017 MV/m: 	 no AP.
Increasing amplitude: 	1.3104 MV/m: 	 no AP.
Increasing amplitude: 	1.4290 MV/m: 	 no AP.
Increasing amplitude: 	1.5584 MV/m: 	 no AP.
Increasing amplitude: 	1.6994 MV/m: 	 no AP.
Increasing amplitude: 	1.8532 MV/m: 	 no AP.
Increasing amplitude: 	2.0209 MV/m: 	 no AP.
Increasing amplitude: 	2.2039 MV/m: 	 no AP.
Increasing amplitude: 	2.4033 MV/m: 	 no AP.
Increasing amplitude: 	2.6208 MV/m: 	 no AP.
Increasing amplitude: 	2.8580 MV/m: 	 no AP.
Increasing amplitude: 	3.1167 MV/m: 	 no AP.
Increasing amplitude: 	3.3988 MV/m: 	 no AP.
Increasing amplitude: 	3.7064 MV/m: 	 no AP.
Increasing amplitude: 	4.0419 MV/m: 	 no AP.
Increasing amplitude: 	4.4077 MV/m: 	 no AP.
Increasing amplitude: 	4.8066 MV/m: 	 no AP.
Increasing amplitude: 	5.2417 MV/m: 	 no AP.
Increasing amplitude: 	5.7161 MV/m: 	 no AP.
Increasing amplitude: 	6.2334 MV/m: 	 no AP.
Increasing amplitude: 	6.7976 MV/m: 	 no AP.
Increasing amplitude: 	7.4129 MV/m: 	 no AP.
Increasing amplitude: 	8.0838 MV/m: 	 no AP.
Increasing amplitude: 	8.8154 MV/m: 	 no AP.
Increasing amplitude: 	9.6133 MV/m: 	 no AP.
Increasing amplitude: 	10.4834 MV/m: 	 no AP.
Increasing amplitude: 	11.4322 MV/m: 	 no AP.
Increasing amplitude: 	12.4669 MV/m: 	 no AP.
Increasing amplitude: 	13.5952 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 1.43 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	1.3955 kV/m: 	 no AP.
Increasing amplitude: 	1.5218 kV/m: 	 no AP.
Increasing amplitude: 	1.6596 kV/m: 	 no AP.
Increasing amplitude: 	1.8098 kV/m: 	 no AP.
Increasing amplitude: 	1.9736 kV/m: 	 no AP.
Increasing amplitude: 	2.1522 kV/m: 	 no AP.
Increasing amplitude: 	2.3470 kV/m: 	 no AP.
Increasing amplitude: 	2.5594 kV/m: 	 no AP.
Increasing amplitude: 	2.7911 kV/m: 	 no AP.
Increasing amplitude: 	3.0437 kV/m: 	 no AP.
Increasing amplitude: 	3.3191 kV/m: 	 no AP.
Increasing amplitude: 	3.6196 kV/m: 	 no AP.
Increasing amplitude: 	3.9472 kV/m: 	 no AP.
Increasing amplitude: 	4.3044 kV/m: 	 no AP.
Increasing amplitude: 	4.6940 kV/m: 	 no AP.
Increasing amplitude: 	5.1188 kV/m: 	 no AP.
Increasing amplitude: 	5.5821 kV/m: 	 no AP.
Increasing amplitude: 	6.0873 kV/m: 	 no AP.
Increasing amplitude: 	6.6383 kV/m: 	 no AP.
Increasing amplitude: 	7.2391 kV/m: 	 no AP.
Increasing amplitude: 	7.8943 kV/m: 	 no AP.
Increasing amplitude: 	8.6088 kV/m: 	 no AP.
Increasing amplitude: 	9.3880 kV/m: 	 no AP.
Increasing amplitude: 	10.2377 kV/m: 	 no AP.
Increasing amplitude: 	11.1642 kV/m: 	 no AP.
Increasing amplitude: 	12.1747 kV/m: 	 no AP.
Increasing amplitude: 	13.2766 kV/m: 	 no AP.
Increasing amplitude: 	14.4782 kV/m: 	 no AP.
Increasing amplitude: 	15.7886 kV/m: 	 no AP.
Increasing amplitude: 	17.2176 kV/m: 	 no AP.
Increasing amplitude: 	18.7759 kV/m: 	 no AP.
Increasing amplitude: 	20.4753 kV/m: 	 no AP.
Increasing amplitude: 	22.3285 kV/m: 	 no AP.
Increasing amplitude: 	24.3494 kV/m: 	 no AP.
Increasing amplitude: 	26.5532 kV/m: 	 no AP.
Increasing amplitude: 	28.9565 kV/m: 	 no AP.
Increasing amplitude: 	31.5772 kV/m: 	 no AP.
Increasing amplitude: 	34.4352 kV/m: 	 no AP.
Increasing amplitude: 	37.5519 kV/m: 	 no AP.
Increasing amplitude: 	40.9506 kV/m: 	 no AP.
Increasing amplitude: 	44.6570 kV/m: 	 AP.
Lower bound: 40.9506 kV/m.   Upper bound: 44.6570 kV/m.   Search amplitude: 42.7637 kV/m: no AP.
Lower bound: 42.7637 kV/m.   Upper bound: 44.6570 kV/m.   Search amplitude: 43.7001 kV/m: no AP.
Lower bound: 43.7001 kV/m.   Upper bound: 44.6570 kV/m.   Search amplitude: 44.1759 kV/m: no AP.
Lower bound: 44.1759 kV/m.   Upper bound: 44.6570 kV/m.   Search amplitude: 44.4158 kV/m: AP.
Lower bound: 44.1759 kV/m.   Upper bound: 44.4158 kV/m.   Search amplitude: 44.2957 kV/m: no AP.
Binary search ended. Threshold: 44.2957 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 2.07 min.
 
-----------------------------------------------------------
Total run time: 3.506 min.
Results saved in UF_BndO_RMG/Results/result_24.mat.
