Model type: 	Bend axon, orthodromic
Parameter ID:	167
Pulse duration in ms:	0.0100
Field orientation in degrees:	130.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1410 kV/m: 	 no AP.
Increasing amplitude: 	1.1281 kV/m: 	 no AP.
Increasing amplitude: 	1.2302 kV/m: 	 no AP.
Increasing amplitude: 	1.3415 kV/m: 	 no AP.
Increasing amplitude: 	1.4629 kV/m: 	 no AP.
Increasing amplitude: 	1.5953 kV/m: 	 no AP.
Increasing amplitude: 	1.7397 kV/m: 	 no AP.
Increasing amplitude: 	1.8972 kV/m: 	 no AP.
Increasing amplitude: 	2.0689 kV/m: 	 no AP.
Increasing amplitude: 	2.2561 kV/m: 	 no AP.
Increasing amplitude: 	2.4603 kV/m: 	 no AP.
Increasing amplitude: 	2.6830 kV/m: 	 no AP.
Increasing amplitude: 	2.9258 kV/m: 	 no AP.
Increasing amplitude: 	3.1907 kV/m: 	 no AP.
Increasing amplitude: 	3.4794 kV/m: 	 no AP.
Increasing amplitude: 	3.7944 kV/m: 	 no AP.
Increasing amplitude: 	4.1378 kV/m: 	 no AP.
Increasing amplitude: 	4.5123 kV/m: 	 no AP.
Increasing amplitude: 	4.9207 kV/m: 	 no AP.
Increasing amplitude: 	5.3660 kV/m: 	 no AP.
Increasing amplitude: 	5.8517 kV/m: 	 no AP.
Increasing amplitude: 	6.3813 kV/m: 	 no AP.
Increasing amplitude: 	6.9589 kV/m: 	 no AP.
Increasing amplitude: 	7.5887 kV/m: 	 no AP.
Increasing amplitude: 	8.2755 kV/m: 	 no AP.
Increasing amplitude: 	9.0245 kV/m: 	 no AP.
Increasing amplitude: 	9.8413 kV/m: 	 no AP.
Increasing amplitude: 	10.7320 kV/m: 	 no AP.
Increasing amplitude: 	11.7034 kV/m: 	 no AP.
Increasing amplitude: 	12.7626 kV/m: 	 no AP.
Increasing amplitude: 	13.9177 kV/m: 	 no AP.
Increasing amplitude: 	15.1774 kV/m: 	 no AP.
Increasing amplitude: 	16.5511 kV/m: 	 AP.
Lower bound: 15.1774 kV/m.   Upper bound: 16.5511 kV/m.   Search amplitude: 15.8494 kV/m: no AP.
Lower bound: 15.8494 kV/m.   Upper bound: 16.5511 kV/m.   Search amplitude: 16.1964 kV/m: AP.
Lower bound: 15.8494 kV/m.   Upper bound: 16.1964 kV/m.   Search amplitude: 16.0220 kV/m: no AP.
Lower bound: 16.0220 kV/m.   Upper bound: 16.1964 kV/m.   Search amplitude: 16.1090 kV/m: AP.
Lower bound: 16.0220 kV/m.   Upper bound: 16.1090 kV/m.   Search amplitude: 16.0654 kV/m: AP.
Binary search ended. Threshold: 16.0654 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 4.55 min.
 
-----------------------------------------------------------
Total run time: 7.011 min.
Results saved in UF_BndO_RMG/Results/result_167.mat.
